time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
72149,-0.1,0.12,0.24,0.3,0.15,0.59
72163,-0.16,0.27,0.22,0.3,0.13,0.58
72177,-0.36,0.42,0.19,0.29,0.12,0.58
72192,-0.52,0.47,0.21,0.27,0.08,0.58
72207,-0.55,0.56,0.17,0.26,0.06,0.57
72221,-0.58,0.84,0.19,0.24,0.01,0.56
72235,-0.56,0.89,0.22,0.22,-0.01,0.55
72251,-0.39,0.87,0.18,0.18,-0.05,0.54
72265,-0.1,0.95,0.07,0.17,-0.07,0.53
72279,0.18,1.08,0.04,0.2,-0.09,0.52
72293,0.43,1.16,0.08,0.21,-0.1,0.52
72314,0.41,1.28,0.12,0.22,-0.09,0.49
72328,0.11,1.28,0.23,0.24,-0.09,0.48
72343,0.05,1.32,0.21,0.3,-0.12,0.41
72357,0.11,1.33,0.19,0.33,-0.15,0.36
72371,0.31,1.53,0.11,0.36,-0.21,0.26
72385,0.34,1.52,0.15,0.34,-0.22,0.22
72401,0.54,1.52,0.18,0.26,-0.27,0.18
72415,0.65,1.58,0.17,0.21,-0.3,0.16
72429,0.97,1.85,0.03,0.15,-0.31,0.16
72443,1,1.86,-0.03,0,-0.33,0.21
72458,0.97,1.86,-0.02,-0.09,-0.32,0.24
72472,0.57,1.84,0.13,-0.27,-0.3,0.27
72486,0.34,1.85,0.18,-0.36,-0.29,0.25
72502,-0.25,1.71,0.36,-0.51,-0.27,0.18
72516,-0.4,1.63,0.47,-0.57,-0.28,0.1
72530,-0.55,1.5,0.53,-0.66,-0.29,-0.07
72544,-0.73,1.36,0.57,-0.7,-0.28,-0.16
72559,-0.81,1.27,0.64,-0.73,-0.27,-0.26
72573,-0.84,0.96,0.43,-0.76,-0.23,-0.43
72587,-0.65,0.9,0.36,-0.77,-0.21,-0.5
72604,-0.21,0.84,0.18,-0.77,-0.15,-0.59
72618,0.21,0.84,-0.06,-0.78,-0.11,-0.59
72632,0.63,0.74,-0.32,-0.84,0,-0.52
72646,1.03,0.66,-0.51,-0.87,0.06,-0.46
72662,1.27,0.61,-0.67,-0.88,0.18,-0.32
72676,1.3,0.52,-0.78,-0.87,0.23,-0.23
72692,1.22,0.22,-0.82,-0.79,0.32,-0.1
72706,1.07,0.21,-0.8,-0.72,0.35,-0.07
72720,0.67,0.37,-0.78,-0.64,0.38,-0.07
72734,0.29,0.43,-0.71,-0.49,0.4,-0.14
72748,-0.05,0.35,-0.56,-0.43,0.4,-0.21
72764,-0.16,0.25,-0.53,-0.28,0.35,-0.39
72778,-0.18,0.23,-0.58,-0.21,0.33,-0.49
72794,-0.19,0.12,-0.67,-0.1,0.27,-0.7
72808,-0.2,0.08,-0.73,-0.06,0.25,-0.8
72822,-0.21,0.28,-0.87,-0.05,0.22,-0.96
72836,-0.2,0.31,-0.88,-0.07,0.21,-1.03
72852,-0.14,-0.02,-0.86,-0.18,0.21,-1.08
72866,-0.06,-0.27,-0.87,-0.25,0.2,-1.09
72880,0.02,-0.74,-1.05,-0.3,0.2,-1.11
72895,0.06,-0.89,-1.07,-0.33,0.22,-1.13
72909,0.15,-1.04,-1.09,-0.33,0.22,-1.14
72923,0.42,-1.21,-1.22,-0.3,0.24,-1.14
72937,0.56,-1.32,-1.23,-0.28,0.26,-1.13
72953,0.93,-1.61,-1.27,-0.22,0.28,-1.07
72967,1.05,-1.74,-1.38,-0.19,0.29,-1.03
72981,1.16,-2,-1.54,-0.15,0.29,-1
72996,1.13,-2.22,-1.62,-0.06,0.31,-0.92
73011,1.13,-2.39,-1.67,-0.01,0.32,-0.88
73026,0.99,-2.63,-1.6,0.12,0.3,-0.84
73041,0.99,-2.7,-1.58,0.19,0.28,-0.82
73056,1.03,-2.65,-1.51,0.31,0.22,-0.78
73071,1.23,-2.5,-1.47,0.36,0.18,-0.75
73085,1.44,-2.48,-1.32,0.38,0.11,-0.64
73099,1.57,-2.56,-1.25,0.37,0.08,-0.56
73115,1.71,-2.67,-1.23,0.38,0.03,-0.37
73129,1.73,-2.69,-1.25,0.39,0.01,-0.26
73145,1.17,-2.58,-1,0.42,-0.02,-0.02
73159,0.85,-2.5,-0.83,0.43,-0.03,0.1
73173,-0.13,-2.29,-0.21,0.42,-0.05,0.22
73187,-0.46,-2.22,-0.03,0.37,-0.1,0.43
73203,-1.59,-2.16,0.59,0.34,-0.13,0.52
73217,-1.93,-2.2,0.75,0.26,-0.15,0.65
73231,-2.12,-2.22,0.82,0.25,-0.15,0.67
73246,-1.7,-2.24,0.58,0.27,-0.16,0.64
73260,-1.26,-2.2,0.43,0.3,-0.16,0.61
73274,0.34,-1.88,0.1,0.39,-0.11,0.63
73288,0.89,-1.72,0.05,0.44,-0.07,0.67
73304,2.22,-1.55,0.16,0.51,0.08,0.82
73318,2.42,-1.49,0.21,0.61,0.23,1.03
73332,2.46,-1.39,0.12,0.61,0.23,1.03
73347,2.23,-1.39,0.03,0.79,0.3,1.25
73361,2.03,-1.3,0.02,1.04,0.29,1.36
73375,1.22,-0.84,0.06,1.3,0.26,1.37
73389,0.95,-0.56,0.17,1.4,0.23,1.35
73405,0.5,0.16,0.48,1.45,0.15,1.28
73419,0.12,0.75,0.71,1.4,0.12,1.24
73433,-0.18,1.35,0.76,1.29,0.08,1.2
73448,-0.37,1.71,0.73,0.92,0.03,1.14
73463,-0.4,1.91,0.72,0.68,0.02,1.12
73477,-0.37,2.17,0.59,0.18,0.05,1.08
73491,-0.29,2.05,0.55,-0.03,0.08,1.06
73507,-0.22,1.68,0.7,-0.27,0.11,1.03
73521,-0.04,1.22,0.85,-0.27,0.11,1
73535,0.01,1.01,0.82,-0.09,0.08,0.91
73549,-0.02,0.95,0.87,0.07,0.07,0.85
73565,-0.27,1.26,0.76,0.26,0.04,0.79
73579,-0.41,1.56,0.74,0.57,0.01,0.66
73594,-0.84,2.4,0.82,0.66,0.01,0.61
73609,-0.94,2.6,0.82,0.67,0.02,0.52
73624,-1.01,2.74,0.8,0.61,0.02,0.47
73638,-0.75,2.96,0.77,0.41,0,0.4
73652,-0.54,3,0.72,0.31,-0.01,0.36
73668,-0.28,2.82,0.68,0.12,0.01,0.29
73682,-0.29,2.69,0.66,0.06,0.01,0.25
73698,-0.21,2.39,0.57,0.03,-0.02,0.13
73712,-0.19,2.36,0.56,0.04,-0.03,0.06
73726,-0.18,2.26,0.46,0.08,-0.06,-0.07
73740,-0.14,2.21,0.38,0.1,-0.08,-0.13
73756,0.05,2.19,0.22,0.13,-0.14,-0.25
73770,0.53,2.23,-0.01,0.12,-0.17,-0.29
73784,1.43,2.33,-0.41,0.1,-0.2,-0.32
73799,2.47,2.57,-0.76,-0.03,-0.23,-0.29
73813,2.81,2.69,-0.85,-0.14,-0.22,-0.25
73827,2.91,2.8,-0.69,-0.28,-0.21,-0.18
73841,2.25,2.63,-0.52,-0.62,-0.21,-0.06
73857,1.22,2.24,-0.28,-0.89,-0.23,-0.11
73871,0.4,1.88,-0.21,-0.97,-0.24,-0.21
73885,-0.18,1.62,-0.28,-1.03,-0.26,-0.34
