time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
40605,3.12,3.78,-1.41,-3.36,0.49,-1.37
40619,3.42,3.45,-1.30,-3.21,0.73,-1.92
40634,3.74,3.60,-0.93,-3.13,0.88,-2.13
40648,3.32,3.39,-1.37,-3.15,1.25,-2.32
40662,3.03,2.85,-1.46,-3.18,1.38,-2.36
40678,2.22,0.84,-2.29,-2.99,1.54,-2.57
40692,2.12,0.06,-2.45,-2.66,1.63,-2.73
40706,1.28,-1.44,-2.54,-1.72,1.86,-3.13
40720,0.87,-1.91,-2.50,-1.27,1.96,-3.31
40736,-0.21,-2.34,-2.10,-0.85,2.01,-3.47
40750,-0.36,-2.33,-2.22,-0.35,1.93,-3.82
40765,-0.25,-1.91,-2.91,-0.27,1.83,-3.97
40780,0.00,-1.99,-3.08,-0.36,1.60,-4.13
40794,0.24,-2.17,-3.22,-0.49,1.49,-4.14
40808,0.74,-2.68,-2.99,-0.79,1.27,-4.00
40822,0.96,-2.85,-3.14,-0.93,1.19,-3.87
40838,1.21,-3.36,-3.29,-1.18,1.09,-3.57
40852,1.31,-3.63,-3.57,-1.30,1.05,-3.39
40868,1.61,-4.20,-4.18,-1.45,0.96,-2.97
40882,1.72,-4.62,-4.43,-1.41,0.91,-2.75
40896,1.96,-5.11,-4.56,-1.34,0.84,-2.52
40910,1.67,-5.44,-4.35,-1.14,0.74,-2.00
40924,1.53,-5.64,-4.19,-1.03,0.71,-1.71
40940,1.32,-5.87,-3.80,-0.76,0.54,-1.10
40954,1.44,-5.77,-3.02,-0.62,0.38,-0.79
40970,2.34,-5.26,-2.96,-0.27,-0.06,-0.08
40984,3.55,-4.72,-3.08,-0.05,-0.27,0.33
40998,4.07,-4.41,-4.04,0.54,-0.48,1.25
41013,3.84,-4.44,-4.58,0.90,-0.45,1.70
41029,2.56,-5.24,-4.68,1.68,-0.31,2.38
41043,2.14,-5.43,-4.43,2.02,-0.32,2.58
41057,2.62,-5.20,-3.88,2.31,-0.41,2.70
41073,3.24,-4.56,-3.57,2.79,-0.66,2.90
41089,6.49,-2.08,-2.81,2.97,-0.85,3.35
41103,7.46,-1.17,-2.79,2.96,-0.91,3.67
41119,8.76,-0.33,-2.76,2.83,-0.87,4.29
41133,8.24,-0.34,-2.69,2.80,-0.81,4.51
41147,7.36,-0.28,-2.62,2.82,-0.76,4.65
41161,4.92,0.91,-1.92,2.88,-0.66,4.84
41175,4.33,1.88,-1.50,2.87,-0.63,4.92
41192,2.52,5.05,-0.44,2.45,-0.60,4.97
41206,1.45,5.91,0.02,2.00,-0.51,4.96
41221,-0.90,6.20,1.20,0.87,-0.29,4.72
41235,-2.58,4.48,1.79,0.39,-0.33,4.42
41249,-2.91,2.75,1.79,0.10,-0.67,3.46
41263,-2.09,1.43,1.22,0.22,-0.85,2.92
41278,-0.78,1.49,0.58,0.47,-0.98,2.45
41293,-0.24,1.95,0.13,1.20,-0.99,1.79
41307,0.33,3.03,-0.20,1.54,-0.84,1.60
41322,0.23,4.60,0.33,2.02,-0.44,1.30
41336,-0.25,6.33,1.38,2.10,-0.27,1.10
41350,-0.83,7.87,2.09,1.84,-0.10,0.80
41364,-0.97,8.29,2.41,1.59,-0.10,0.76
41380,-0.58,8.23,1.92,1.34,-0.18,0.81
41394,-0.22,8.13,1.38,1.36,-0.21,0.81
41408,0.32,7.72,-0.01,1.45,-0.19,0.77
41423,0.37,7.47,-0.16,1.56,-0.04,0.67
41437,0.62,7.11,-0.29,1.57,0.02,0.61
41451,1.28,7.53,-0.54,1.68,0.01,0.34
41465,1.73,8.02,-0.32,1.71,-0.03,0.15
41481,2.40,10.11,1.16,1.53,-0.00,-0.15
41495,2.17,10.60,1.90,1.27,0.04,-0.21
41509,0.43,10.41,2.63,0.95,0.05,-0.24
41524,0.11,10.00,2.74,0.28,-0.03,-0.35
41539,0.09,9.83,2.52,-0.07,-0.15,-0.49
41553,2.32,10.80,1.31,-0.79,-0.50,-0.92
41567,3.33,11.04,0.71,-1.21,-0.61,-1.12
41583,5.14,9.33,-1.03,-2.16,-0.54,-1.37
41597,5.26,7.92,-1.48,-2.62,-0.41,-1.50
41611,4.99,4.31,-2.38,-3.07,0.02,-1.92
41625,4.75,3.43,-2.28,-3.01,0.30,-2.17
41640,4.44,2.90,-2.05,-2.77,0.62,-2.39
41654,2.92,2.44,-0.56,-2.16,1.18,-2.73
41668,2.43,2.16,0.16,-1.90,1.37,-2.86
41684,1.09,1.54,1.21,-1.55,1.50,-3.24
41698,0.68,1.20,0.48,-1.49,1.44,-3.47
41712,-0.44,-0.37,-1.17,-1.45,1.41,-3.80
41726,-0.82,-1.15,-1.36,-1.39,1.47,-3.91
41742,-1.52,-2.22,-1.80,-1.14,1.56,-4.15
41756,-1.88,-2.32,-1.65,-0.98,1.55,-4.25
41772,-1.24,-2.18,-1.68,-0.69,1.33,-4.38
41786,-0.16,-1.81,-2.02,-0.67,1.14,-4.39
41800,0.55,-1.97,-2.33,-0.76,0.96,-4.37
41814,1.58,-2.66,-2.94,-1.13,0.77,-4.21
41828,1.63,-3.48,-3.13,-1.33,0.77,-4.07
41844,1.84,-4.40,-3.14,-1.57,0.75,-3.62
41858,2.23,-4.61,-3.34,-1.56,0.67,-3.35
41874,3.47,-4.41,-4.24,-1.37,0.44,-2.86
41888,4.08,-4.26,-4.78,-1.23,0.34,-2.63
41902,4.70,-4.48,-4.99,-1.13,0.28,-2.37
41916,4.53,-4.87,-4.62,-0.87,0.29,-1.71
41931,3.34,-5.57,-3.27,-0.71,0.28,-1.34
41946,3.03,-5.49,-3.14,-0.17,0.04,-0.23
41960,2.87,-5.40,-3.01,-0.17,0.04,-0.23
41976,2.93,-5.18,-2.56,0.46,-0.39,0.85
41990,2.86,-5.05,-2.78,0.66,-0.46,1.16
42004,1.98,-4.87,-2.48,1.01,-0.42,1.74
42018,1.43,-4.79,-2.33,1.15,-0.41,2.01
42034,1.01,-4.62,-2.27,1.31,-0.62,2.48
42048,1.46,-4.33,-2.22,1.38,-0.85,2.68
42062,4.70,-2.74,-3.08,1.42,-1.07,2.90
42077,6.07,-1.89,-3.40,1.53,-1.30,3.48
42093,8.58,-0.33,-3.95,1.58,-1.33,3.85
42107,10.11,0.23,-3.95,1.75,-1.24,4.58
42122,9.32,1.01,-3.22,1.87,-1.16,4.84
42137,7.55,1.99,-1.59,2.09,-1.04,5.08
42151,6.51,2.91,-0.37,2.06,-1.04,5.15
42165,4.65,5.04,1.29,1.62,-1.13,5.22
42179,2.49,6.73,1.61,1.14,-1.11,5.18
42195,-0.67,7.36,1.55,-0.16,-0.82,4.88
42209,-3.53,5.64,2.06,-0.85,-0.71,4.55
42230,-5.35,3.59,2.46,-1.91,-0.80,3.49
42246,-5.57,1.17,2.72,-2.29,-1.26,2.27
42260,-5.03,0.95,2.80,-2.26,-1.52,1.75
42276,-2.60,1.02,2.18,-1.70,-1.75,1.03
42290,-1.92,0.99,1.95,-1.26,-1.62,0.83
42304,-1.37,0.56,1.83,-0.79,-1.33,0.68
42318,-1.57,0.76,2.07,0.29,-0.55,0.41
42333,-1.89,1.67,2.50,0.82,-0.29,0.28
42348,-1.44,2.84,2.58,1.65,-0.13,0.12
42362,-0.91,3.53,2.45,1.90,-0.14,0.06
42378,1.67,5.50,2.12,2.04,-0.13,0.01
42393,2.63,6.01,1.73,2.04,-0.01,0.03
42407,3.76,6.62,1.04,1.94,0.47,0.17
42421,3.53,6.56,0.90,1.96,0.75,0.27
42437,2.93,6.31,0.99,2.20,1.01,0.40
42451,2.83,6.11,0.48,2.40,0.96,0.40
42465,2.62,6.27,-0.27,2.64,0.92,0.35
42479,2.28,6.47,-0.02,3.08,1.05,0.18
42494,1.46,7.31,1.64,3.18,1.08,0.10
42508,0.77,8.96,3.09,2.86,0.74,0.06
42522,0.30,10.51,3.34,2.39,0.50,0.11
42538,0.19,11.33,2.83,0.94,0.09,0.15
42552,0.59,11.45,2.43,0.07,-0.19,0.08
42566,2.81,11.87,-1.02,-0.82,-0.49,-0.06
42580,3.18,11.51,-2.17,-2.49,-0.68,-0.31
42595,3.02,9.55,-3.74,-3.17,-0.56,-0.42
42609,2.47,6.26,-3.66,-4.10,-0.22,-0.78
42623,2.25,4.82,-3.47,-4.36,-0.06,-1.06
42639,2.13,2.91,-3.54,-4.44,0.27,-1.64
42653,2.31,2.64,-3.35,-4.34,0.47,-1.83
42667,3.37,1.78,-0.21,-3.94,0.82,-2.14
42681,3.28,1.33,0.27,-3.71,0.99,-2.32
42697,1.43,-0.47,-0.50,-3.45,1.19,-2.52
42711,0.65,-1.40,-1.00,-2.62,1.63,-2.95
42726,-1.56,-3.14,-2.12,-2.00,1.83,-3.17
42741,-2.20,-3.15,-3.12,-0.61,2.12,-3.63
42755,-2.57,-2.91,-3.91,0.04,2.18,-3.81
42769,-2.25,-2.07,-3.52,1.13,1.91,-4.00
42783,-1.91,-2.18,-3.53,1.32,1.66,-4.08
42799,-1.43,-2.96,-2.51,1.00,1.32,-4.29
42813,-1.28,-3.12,-1.85,0.69,1.15,-4.34
42829,-0.99,-2.72,-1.29,-0.05,0.79,-4.03
42843,-0.73,-2.13,-1.39,-0.43,0.65,-3.69
42857,0.09,-2.55,-2.19,-0.80,0.52,-3.32
42872,0.95,-3.28,-3.01,-1.52,0.17,-2.78
42888,1.64,-4.16,-3.87,-1.95,-0.02,-2.35
42902,1.76,-4.58,-3.93,-2.02,-0.02,-2.02
42916,1.49,-5.38,-3.37,-1.91,-0.01,-1.61
42932,1.08,-6.10,-3.46,-1.41,0.03,-0.77
42947,1.01,-6.50,-2.96,-1.03,0.03,-0.42
42961,1.45,-6.24,-2.60,-0.11,-0.15,0.09
42975,2.49,-5.29,-2.32,0.34,-0.24,0.33
42991,4.05,-3.87,-2.33,1.12,-0.39,0.98
43005,4.92,-3.14,-2.77,1.44,-0.47,1.37
43019,6.68,-2.30,-4.57,1.91,-0.45,2.13
43033,6.46,-2.39,-4.77,2.10,-0.30,2.40
43049,4.78,-2.65,-3.20,2.32,-0.12,2.58
43063,4.42,-2.24,-2.28,2.73,0.05,2.72
43078,6.20,-0.13,-1.42,2.85,-0.09,2.78
43093,7.12,0.72,-1.86,2.79,-0.54,2.95
43107,8.07,1.37,-2.05,2.57,-0.62,3.04
43121,8.22,1.85,-1.55,1.80,-0.59,3.15
43135,7.18,1.75,-1.11,1.35,-0.63,3.19
43151,3.37,1.68,0.11,0.50,-0.81,3.27
43165,2.17,2.01,0.44,0.16,-0.87,3.29
43181,-0.74,2.31,0.89,-0.41,-0.91,3.29
43195,-1.65,2.01,1.07,-0.62,-0.85,3.24
43209,-3.26,0.76,1.34,-0.77,-0.75,3.10
43223,-4.14,-0.92,1.56,-0.74,-0.61,2.57
43237,-4.31,-1.49,1.55,-0.51,-0.59,2.25
43253,-3.68,-1.78,0.94,0.39,-0.66,1.76
43267,-3.26,-1.21,0.48,1.03,-0.68,1.65
43283,-2.68,0.71,-0.01,2.24,-0.42,1.75
43297,-2.49,2.60,0.38,2.65,-0.17,1.84
43311,-2.71,4.72,0.67,2.92,0.26,1.85
43325,-3.07,6.18,1.06,2.79,0.39,1.77
43341,-3.12,6.91,1.43,2.43,0.43,1.63
43355,-3.01,6.85,1.47,2.16,0.36,1.58
43369,-1.87,6.12,0.63,1.95,0.25,1.52
43384,-1.27,6.19,0.48,1.87,0.11,1.33
43398,-0.37,6.90,-0.09,1.95,0.09,1.23
43413,0.13,7.92,0.02,2.18,0.14,1.09
43427,0.19,8.43,0.19,2.24,0.16,1.02
43443,0.37,9.66,0.22,1.91,-0.03,0.77
43457,0.67,9.92,0.26,1.62,-0.22,0.60
43471,2.33,10.40,-0.06,1.25,-0.42,0.43
43485,3.10,10.54,0.20,0.36,-0.77,0.07
43500,3.80,10.79,0.34,-0.02,-0.89,-0.11
43514,4.76,11.09,0.39,-0.70,-0.96,-0.37
43528,4.48,10.75,0.19,-0.99,-0.85,-0.47
43544,3.57,8.91,-0.60,-1.68,-0.72,-0.76
43558,3.63,8.21,-1.15,-1.99,-0.74,-0.98
43572,4.06,6.26,-2.43,-2.50,-0.63,-1.52
43586,4.10,5.59,-2.41,-2.66,-0.45,-1.79
43601,4.05,5.03,-2.21,-2.73,-0.22,-2.04
43615,3.46,4.27,-1.95,-2.84,0.21,-2.39
43629,3.50,3.88,-1.50,-2.92,0.33,-2.49
43645,3.82,3.01,-1.39,-3.04,0.45,-2.63
43659,3.59,2.49,-1.72,-3.09,0.52,-2.68
43673,1.23,0.44,-1.86,-3.05,0.87,-2.68
43687,0.25,-0.55,-1.54,-2.91,1.06,-2.68
43703,-2.16,-2.27,-0.73,-2.45,1.20,-2.85
43717,-2.59,-2.63,-0.57,-2.15,1.14,-3.00
43732,-2.61,-2.79,-0.27,-1.85,1.03,-3.15
43746,-1.63,-2.36,-0.71,-1.40,0.73,-3.37
43760,-0.75,-2.46,-1.22,-1.29,0.55,-3.41
43774,1.21,-4.10,-4.67,-1.37,0.31,-3.37
43788,1.63,-5.51,-4.91,-1.53,0.31,-3.23
43804,1.44,-7.56,-5.38,-1.49,0.48,-2.89
43818,0.09,-7.61,-4.61,-1.19,0.67,-2.73
43834,-1.22,-6.26,-3.07,-0.17,1.03,-2.32
43848,-2.19,-4.09,-1.51,0.26,1.05,-2.08
43862,-2.30,-3.15,-0.83,0.52,0.91,-1.82
43876,-1.58,-1.92,-0.31,0.87,0.30,-1.40
43890,0.25,-1.43,-1.42,0.79,0.03,-1.33
43906,2.43,-1.92,-2.39,-0.15,-0.14,-1.53
43920,3.77,-2.73,-3.05,-0.65,-0.10,-1.64
43936,4.28,-3.79,-3.29,-1.28,0.10,-1.29
43950,4.24,-4.07,-3.10,-1.25,0.17,-0.85
43964,4.32,-3.25,-2.09,-1.02,0.19,-0.35
43978,4.55,-2.79,-2.00,-0.25,0.04,0.52
43993,4.32,-2.02,-2.56,0.04,-0.04,0.87
44008,3.68,-2.00,-2.77,0.38,-0.09,1.51
44022,2.87,-2.05,-2.80,0.57,-0.06,1.86
44037,1.12,-2.38,-1.94,1.03,-0.03,2.43
44051,0.98,-2.26,-1.74,1.18,-0.13,2.59
44065,2.41,-1.48,-1.65,1.29,-0.49,2.64
44079,3.17,-1.01,-1.76,1.24,-0.64,2.64
44094,5.10,-0.37,-1.54,1.13,-0.74,2.66
44109,5.31,-0.31,-1.49,0.32,-1.00,3.00
44123,5.39,-0.32,-1.33,0.32,-1.00,3.00
44138,5.23,0.27,-0.96,-0.20,-1.26,3.30
44152,4.70,0.99,-0.83,-0.31,-1.35,3.39
44166,2.18,2.84,0.21,-0.47,-1.29,3.53
44180,1.14,3.17,0.51,-0.71,-1.16,3.64
44196,-1.89,1.65,0.86,-0.89,-0.97,3.49
44210,-2.76,0.73,1.24,-0.98,-0.86,3.26
44224,-3.97,-1.14,1.96,-0.98,-0.82,2.95
44244,-4.25,-2.39,2.42,-0.64,-0.87,2.21
44259,-4.05,-2.06,2.42,0.16,-0.95,1.62
44273,-3.30,-0.86,1.98,0.59,-0.97,1.48
44289,-2.44,0.84,1.66,1.22,-0.83,1.39
44303,-2.14,1.68,1.37,1.39,-0.65,1.36
44317,-2.27,3.70,1.06,1.50,-0.15,1.22
44331,-2.56,4.25,1.24,1.47,0.03,1.16
44347,-3.16,4.97,1.99,1.22,0.02,1.07
44361,-2.92,5.02,2.16,1.07,-0.14,1.02
44375,-0.73,5.29,1.92,0.95,-0.33,0.94
44390,0.30,5.51,1.78,0.78,-0.56,0.69
44404,1.28,5.74,1.60,0.72,-0.53,0.58
44418,2.77,5.61,1.29,0.78,-0.26,0.47
44433,2.65,5.41,1.43,0.97,-0.10,0.44
44449,1.86,5.93,1.70,1.45,-0.03,0.35
44463,2.21,6.59,1.51,1.66,-0.15,0.26
44477,4.36,8.98,-0.08,1.73,-0.30,0.12
44492,5.04,9.53,0.05,1.51,-0.38,-0.19
44508,2.94,9.31,0.91,1.01,0.02,-0.39
44522,1.45,8.71,1.97,0.68,0.28,-0.44
44538,-0.54,8.01,3.50,-0.11,0.03,-0.65
44552,-0.23,8.45,3.38,-0.60,-0.29,-0.84
44566,0.82,8.70,3.08,-1.14,-0.56,-1.07
44580,4.85,8.48,0.57,-2.16,-0.85,-1.48
44594,5.86,7.73,-0.43,-2.54,-0.78,-1.56
44610,6.57,5.64,-2.30,-2.82,-0.11,-1.57
44624,5.62,3.61,-2.65,-2.64,0.44,-1.59
44640,3.75,2.48,-1.84,-1.92,1.41,-1.84
44654,2.08,2.53,-0.83,-1.60,1.67,-2.00
44668,1.06,2.21,-0.39,-1.40,1.77,-2.17
44682,0.70,1.91,-0.32,-1.43,1.78,-2.57
44697,-0.09,0.60,-0.42,-1.59,1.75,-2.81
44712,-0.26,-0.05,-0.50,-1.88,1.67,-3.24
44726,-0.57,-1.11,-0.49,-1.93,1.63,-3.42
44741,-0.68,-2.14,-0.89,-1.83,1.59,-3.73
44755,-0.70,-2.49,-1.09,-1.69,1.58,-3.88
44769,-0.04,-2.78,-1.78,-1.31,1.48,-4.11
44783,0.53,-2.94,-2.27,-1.17,1.39,-4.19
44799,1.69,-3.49,-3.72,-1.00,1.32,-4.23
44813,1.85,-3.90,-3.98,-0.95,1.36,-4.16
44827,1.89,-4.36,-4.13,-0.85,1.42,-4.05
44842,1.43,-4.93,-3.67,-0.68,1.38,-3.73
44856,1.52,-4.87,-3.50,-0.58,1.28,-3.54
44870,2.29,-3.76,-3.49,-0.45,1.02,-3.08
44884,2.84,-3.42,-3.51,-0.45,0.87,-2.81
44900,3.79,-3.38,-3.83,-0.65,0.64,-2.18
44914,3.81,-3.78,-4.10,-0.78,0.60,-1.82
44928,2.94,-5.34,-4.81,-0.89,0.57,-1.43
44943,2.69,-5.75,-4.82,-0.91,0.48,-0.64
44957,2.53,-6.05,-4.53,-0.78,0.39,-0.27
44971,3.47,-5.47,-3.73,-0.18,0.01,0.42
44985,4.06,-4.83,-3.96,0.17,-0.19,0.80
45001,4.36,-3.89,-4.52,0.78,-0.29,1.64
45015,3.59,-4.15,-4.21,1.04,-0.20,2.02
45029,1.69,-4.98,-3.12,1.25,-0.11,2.30
45044,0.90,-5.55,-2.40,1.70,-0.29,2.56
45059,0.94,-5.39,-2.06,1.93,-0.47,2.61
45073,3.30,-3.49,-1.96,2.30,-0.82,2.78
45087,4.31,-2.51,-1.98,2.37,-0.94,2.97
45103,6.80,-0.41,-2.32,2.37,-1.05,3.60
45117,7.01,-0.09,-2.21,2.36,-1.04,3.95
45131,6.60,0.42,-2.09,2.23,-1.09,4.51
45145,5.70,1.00,-1.69,2.09,-1.13,4.69
45160,4.96,1.75,-1.03,1.92,-1.14,4.82
45174,2.56,3.84,-0.39,1.35,-1.10,4.96
45188,1.84,1.49,1.11,0.95,-1.06,4.98
45204,1.99,6.55,-0.10,1.26,-0.60,4.21
45218,-1.87,9.07,3.07,-0.86,0.00,4.06
45232,-5.12,4.98,3.04,-0.89,-0.47,3.74
45246,-4.95,-1.44,1.92,-1.34,-0.90,3.61
45262,-3.46,-2.85,1.19,-1.59,-1.26,3.16
45276,-2.23,-1.91,1.40,-0.24,-1.55,1.64
45292,1.13,2.41,0.66,0.79,-1.67,1.04
45306,1.51,3.38,0.19,1.04,-1.39,1.13
45320,1.09,4.07,0.85,1.25,-0.97,1.22
45334,-0.46,4.12,1.81,1.18,-0.35,1.00
45348,-1.12,4.12,2.03,1.05,-0.29,0.77
45364,-0.73,4.63,2.18,1.01,-0.49,0.51
45378,0.11,5.02,2.03,1.06,-0.65,0.54
45394,2.69,6.53,0.97,1.22,-0.62,0.74
45408,2.95,7.00,0.82,1.22,-0.39,0.86
45422,1.83,6.97,1.02,1.17,-0.12,0.98
45436,1.30,6.58,1.20,1.06,0.21,1.15
45451,1.32,6.11,1.63,1.08,0.24,1.14
45466,1.85,6.55,1.63,1.25,0.05,0.84
45480,2.50,7.21,1.69,1.29,-0.03,0.63
45496,3.09,9.60,2.00,1.04,0.05,0.38
45510,2.77,10.16,2.52,0.74,0.15,0.36
45524,1.40,10.96,2.49,-0.08,0.14,0.32
45538,1.22,10.70,1.58,-0.57,0.06,0.20
45554,1.55,9.11,-0.03,-1.54,-0.14,-0.34
45568,2.52,7.09,-0.90,-1.97,-0.19,-0.70
45582,3.59,5.33,-0.86,-2.24,-0.16,-1.05
45597,4.20,4.68,-0.41,-2.29,0.18,-1.64
45612,4.16,4.57,-0.29,-2.15,0.45,-1.87
45626,3.48,4.46,-0.22,-1.74,1.01,-2.22
45640,2.39,4.28,-0.08,-1.60,1.22,-2.39
45656,1.26,3.34,-0.17,-1.51,1.46,-2.75
45670,0.42,2.50,-0.07,-1.47,1.53,-2.92
45684,-0.25,1.53,0.12,-1.37,1.58,-3.07
45698,-0.52,1.13,0.53,-1.12,1.66,-3.34
45713,-1.11,1.05,0.73,-1.05,1.67,-3.48
45727,-1.32,0.40,-0.04,-1.18,1.58,-3.76
45741,-1.11,-0.29,-0.62,-1.29,1.48,-3.88
45757,-0.54,-1.28,-1.54,-1.44,1.30,-4.01
45771,-0.15,-1.63,-1.79,-1.44,1.29,-4.02
45785,0.29,-2.00,-1.97,-1.35,1.30,-3.91
45800,0.54,-2.22,-2.29,-1.33,1.29,-3.83
45815,1.00,-2.99,-3.42,-1.33,1.25,-3.73
45829,1.15,-3.49,-3.80,-1.44,1.18,-3.54
45844,1.39,-5.12,-3.76,-1.47,1.14,-3.40
45859,1.65,-5.48,-3.53,-1.47,1.01,-3.01
45874,1.99,-5.56,-3.21,-1.36,0.91,-2.77
45888,3.71,-4.11,-3.23,-0.87,0.67,-2.23
45902,4.20,-3.56,-3.80,-0.66,0.57,-1.94
45918,4.61,-3.49,-4.68,-0.44,0.52,-1.31
45932,4.45,-3.90,-4.74,-0.35,0.48,-0.97
45948,4.53,-4.77,-3.82,0.01,0.28,-0.21
45962,4.95,-4.49,-3.70,0.31,0.11,0.17
45976,5.75,-3.22,-5.31,0.88,-0.22,0.90
45990,5.31,-3.20,-5.35,1.04,-0.24,1.20
46006,3.59,-3.75,-4.43,1.17,0.00,1.56
46020,2.61,-4.36,-2.96,1.18,0.05,1.59
46034,2.62,-4.39,-2.50,1.23,-0.08,1.56
46049,4.78,-3.45,-3.04,1.41,-0.50,1.51
46063,5.43,-2.93,-3.55,1.45,-0.59,1.57
46077,5.94,-2.25,-3.84,1.43,-0.59,2.02
46091,5.56,-2.33,-3.58,1.50,-0.57,2.33
46107,4.34,-2.30,-2.74,1.72,-0.60,2.84
46121,3.02,-1.79,-2.30,1.87,-0.66,3.01
46135,1.78,-0.61,-1.54,2.00,-0.73,3.17
46150,1.09,0.02,-1.09,2.33,-0.82,3.48
46164,-0.30,1.02,0.15,2.33,-0.80,3.61
46178,-1.98,2.17,1.71,1.83,-0.81,3.77
46192,-3.21,2.34,2.61,1.35,-0.90,3.79
46208,-3.82,1.97,2.86,0.11,-1.18,3.62
46222,-3.72,1.62,2.68,-0.48,-1.35,3.44
46236,-2.32,0.54,1.53,-0.97,-1.54,3.21
46256,-0.74,0.47,0.20,-1.35,-1.87,2.83
46271,-0.40,0.71,0.29,-0.90,-1.84,2.71
46285,-0.17,1.10,0.55,-0.48,-1.64,2.71
46300,0.07,2.36,2.00,0.45,-1.06,2.63
46314,0.16,2.84,2.25,0.80,-0.86,2.49
46328,1.04,3.61,1.99,1.28,-0.69,2.09
46342,1.43,3.89,1.85,1.70,-0.50,1.65
46357,2.14,4.93,1.19,1.96,-0.36,1.45
46372,2.38,5.89,0.70,2.62,0.02,1.14
46386,2.11,6.44,0.41,2.90,0.26,0.99
46401,1.02,7.91,1.41,3.10,0.51,0.69
46415,0.92,8.81,1.30,3.05,0.42,0.54
