time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
26860,0.61,0.49,0.60,0.77,0.44,-0.73
26874,0.26,0.59,0.77,0.86,0.40,-0.77
26889,-0.41,0.79,0.86,1.01,0.21,-0.75
26903,-0.51,0.79,0.72,1.03,0.10,-0.71
26917,-0.70,0.61,0.21,1.03,0.03,-0.67
26931,-0.75,0.57,0.09,0.97,0.04,-0.61
26946,-0.83,0.67,0.13,0.90,0.06,-0.60
26961,-0.86,0.78,0.28,0.65,0.05,-0.57
26975,-0.90,0.92,0.38,0.49,0.03,-0.53
26990,-1.05,1.27,0.78,0.12,-0.03,-0.37
27004,-1.09,1.21,0.88,-0.08,-0.07,-0.27
27018,-1.03,0.59,1.10,-0.35,-0.18,-0.05
27032,-0.99,0.21,1.11,-0.41,-0.23,0.03
27048,-0.91,-0.41,1.15,-0.37,-0.32,0.07
27063,-0.85,-0.84,1.04,-0.28,-0.33,0.05
27077,-0.92,-1.00,0.90,-0.15,-0.31,0.03
27092,-1.16,-0.84,0.98,0.14,-0.11,-0.03
27107,-1.30,-0.64,1.12,0.25,0.04,-0.08
27121,-1.54,-0.05,1.50,0.35,0.18,-0.15
27135,-1.60,0.52,1.71,0.33,0.12,-0.14
27151,-1.40,0.93,1.74,0.19,-0.21,0.00
27165,-0.80,1.12,1.55,0.09,-0.45,0.13
27179,0.06,1.08,1.01,-0.08,-0.92,0.42
27193,0.67,1.00,0.52,-0.14,-1.02,0.55
27209,2.51,0.54,-2.10,-0.12,-0.85,0.64
27223,2.73,0.58,-1.47,-0.06,0.02,0.69
27239,2.42,0.89,0.67,0.11,0.03,0.74
27253,2.39,1.18,0.86,0.21,-0.16,0.75
27267,2.58,1.54,0.98,0.28,-0.36,0.76
27281,3.21,2.74,0.67,0.34,-0.60,0.81
27295,3.07,3.17,0.35,0.34,-0.62,0.87
27311,2.07,3.90,-0.02,0.25,-0.40,0.92
27325,1.78,4.02,-0.25,0.15,-0.28,0.90
27341,1.62,3.98,-1.21,-0.25,-0.11,0.69
27355,1.79,3.91,-1.44,-0.51,-0.02,0.52
27369,2.49,3.43,-1.94,-0.77,0.09,0.31
27383,2.67,3.10,-2.05,-1.18,0.45,-0.11
27398,2.52,1.85,-2.18,-1.26,0.65,-0.30
27413,2.28,1.39,-2.13,-1.18,0.99,-0.64
27428,1.59,0.59,-1.70,-1.04,1.09,-0.84
27443,0.78,0.20,-0.95,-0.63,1.17,-1.30
27457,0.44,0.07,-0.68,-0.43,1.10,-1.55
27471,-0.45,0.05,-0.27,-0.17,0.79,-2.03
27485,-0.60,-0.06,-0.22,-0.13,0.60,-2.22
27501,-0.69,-0.56,-0.18,-0.09,0.26,-2.47
27515,-0.60,-1.13,-0.55,-0.09,0.11,-2.54
27529,-0.16,-1.91,-1.05,-0.10,-0.01,-2.60
27545,0.14,-2.15,-1.65,-0.09,-0.09,-2.73
27561,0.48,-2.39,-2.19,-0.10,-0.03,-2.76
27575,0.63,-2.53,-2.21,-0.19,0.24,-2.64
27591,0.63,-3.16,-1.67,-0.35,0.52,-2.23
27605,0.52,-3.47,-1.47,-0.42,0.61,-1.99
27619,0.04,-3.85,-1.05,-0.48,0.65,-1.78
27633,-0.24,-4.08,-0.91,-0.47,0.63,-1.47
27647,-0.28,-4.13,-0.97,-0.42,0.58,-1.35
27664,0.20,-3.79,-1.21,-0.40,0.31,-1.04
27678,0.64,-3.88,-1.48,-0.42,0.14,-0.85
27694,1.90,-3.99,-2.86,-0.40,0.12,-0.56
27708,2.09,-3.81,-2.74,-0.55,0.34,-0.51
27722,1.83,-3.89,-1.76,-0.41,0.64,-0.34
27736,1.73,-4.20,-1.61,-0.33,0.58,-0.14
27752,2.05,-4.93,-1.92,0.02,0.31,0.17
27766,2.33,-5.01,-2.26,0.12,0.17,0.23
27780,3.19,-4.78,-2.56,0.18,0.06,0.28
27795,4.02,-4.17,-2.82,0.36,-0.03,0.43
27809,4.32,-3.88,-3.07,0.44,-0.06,0.57
27823,4.29,-3.81,-4.41,0.59,-0.05,1.05
27837,3.84,-4.16,-4.44,0.65,0.06,1.40
27853,2.51,-4.87,-3.65,0.83,0.36,1.97
27867,1.46,-5.04,-2.83,0.93,0.38,2.06
27881,0.92,-4.34,-2.17,1.00,0.29,2.07
27896,1.13,-3.37,-1.07,0.99,-0.02,2.12
27911,1.33,-2.69,-0.45,1.02,-0.23,2.17
27925,1.80,-1.60,0.06,0.90,-0.80,2.35
27939,2.47,-1.72,-0.48,0.69,-1.09,2.54
27955,3.69,-2.42,-1.38,0.47,-1.54,3.01
27969,4.85,-2.74,-1.78,0.48,-1.61,3.08
27983,4.96,-1.31,-1.10,0.47,-1.56,2.88
27997,4.60,-0.20,-0.50,0.46,-1.53,2.80
28012,2.89,2.53,1.25,0.41,-1.52,2.83
28026,2.30,3.06,1.71,0.22,-1.54,3.14
28040,1.32,3.00,2.11,0.09,-1.54,3.31
28056,0.66,2.36,2.30,-0.01,-1.44,3.50
28070,0.55,1.90,2.31,0.04,-1.32,3.45
28084,0.95,0.96,2.21,0.31,-1.03,3.06
28098,1.12,1.41,2.35,0.48,-0.91,2.73
28119,1.56,4.20,2.33,0.69,-0.86,2.09
28133,1.68,6.87,1.55,0.65,-0.85,1.87
28147,1.68,7.27,1.63,0.23,-0.54,1.73
28162,1.60,7.33,1.94,-0.05,-0.23,1.78
28176,0.69,6.10,2.66,-0.38,0.40,1.88
28190,0.30,5.66,2.90,-0.39,0.65,1.83
28206,-0.44,4.93,3.62,-0.10,0.88,1.51
28220,-0.48,5.03,3.97,0.15,0.85,1.26
28234,-0.13,5.59,4.43,0.40,0.70,0.99
28248,0.48,6.39,3.89,0.92,0.08,0.47
28264,1.45,7.32,2.78,1.11,-0.27,0.25
28278,2.91,8.29,1.74,1.25,-0.72,-0.15
28293,4.54,9.14,-0.52,1.25,-0.80,-0.32
28308,5.22,9.61,-1.89,1.05,-0.44,-0.70
28322,5.60,10.43,-1.52,0.82,0.13,-0.92
28336,4.81,10.45,0.13,0.19,0.82,-1.16
28350,3.95,9.75,0.99,-0.15,0.82,-1.20
28366,3.44,8.15,0.91,-0.87,0.64,-1.37
28380,3.41,7.28,0.69,-1.19,0.52,-1.55
28396,3.88,5.40,-0.73,-1.58,0.39,-2.03
28410,4.14,5.06,-1.38,-1.67,0.44,-2.28
28424,5.01,4.94,-2.33,-1.76,0.58,-2.53
28438,5.83,4.39,-4.12,-2.02,0.93,-2.94
28452,6.33,3.83,-4.93,-2.17,1.17,-3.07
28468,6.97,1.14,-5.87,-2.41,1.87,-3.25
28482,6.72,-0.11,-5.85,-2.42,2.21,-3.35
28498,4.99,-2.88,-3.81,-2.28,2.71,-3.68
28512,4.56,-3.64,-3.47,-2.09,2.77,-3.91
28526,3.69,-5.20,-3.82,-1.46,2.43,-4.34
28540,3.14,-6.17,-4.10,-1.19,2.23,-4.36
28555,-0.07,-10.85,-3.16,-0.94,2.10,-4.25
28570,-0.69,-11.57,-2.55,-0.57,1.81,-4.16
28584,-0.81,-10.99,-1.83,-0.23,1.51,-4.53
28599,0.88,-7.59,-4.29,0.79,0.59,-4.37
28613,1.57,-7.34,-5.33,1.39,0.30,-3.68
28627,1.36,-7.29,-4.97,1.73,0.33,-2.72
28641,0.83,-7.09,-4.28,1.61,0.40,-2.52
28657,-0.45,-4.68,-2.95,1.55,0.35,-2.36
28671,-0.96,-3.48,-2.04,1.60,0.20,-1.95
28685,-0.63,-4.57,-0.60,1.36,0.01,-1.40
28700,0.01,-6.16,-0.34,0.40,-0.43,-0.69
28714,0.40,-6.69,-0.53,-0.08,-0.67,-0.66
28728,1.08,-6.99,-0.86,-0.82,-1.08,-0.75
28742,1.57,-6.60,-0.70,-1.06,-1.22,-0.71
28758,2.03,-5.77,-0.58,-1.24,-1.35,-0.48
28772,2.44,-4.86,-0.29,-1.25,-1.38,-0.32
28786,3.63,-3.79,-1.24,-1.20,-1.53,-0.10
28801,4.30,-3.70,-1.39,-1.14,-1.76,0.62
28816,5.67,-3.53,-2.69,-0.93,-1.70,1.14
28830,6.58,-4.04,-3.64,-0.38,-1.26,2.32
28844,7.05,-4.97,-4.63,-0.04,-0.99,2.79
28860,6.87,-5.03,-5.48,0.69,-0.39,3.26
28874,6.56,-4.80,-5.51,1.07,-0.02,3.34
28888,4.94,-3.40,-3.41,1.94,0.87,3.37
28902,4.42,-2.70,-2.10,2.30,1.18,3.36
28918,4.22,-0.55,1.29,2.54,1.29,3.32
28932,4.36,0.33,2.00,2.60,0.92,3.16
28948,4.30,2.45,1.75,2.11,0.03,2.99
28962,3.96,2.80,1.29,1.66,-0.42,2.97
28976,3.52,2.77,0.93,1.17,-0.78,3.03
28990,2.33,1.10,-0.29,0.24,-1.18,3.12
29004,1.99,0.63,-0.53,-0.11,-1.24,3.04
29020,1.09,0.33,-0.74,-0.50,-1.01,2.54
29034,0.77,0.58,-0.53,-0.56,-0.77,2.22
29050,-0.65,0.86,0.15,-0.41,-0.14,1.79
29064,-1.06,0.76,0.56,-0.30,0.27,1.61
29078,-2.19,-0.02,1.35,-0.17,0.59,1.46
29092,-2.52,-0.23,1.36,0.31,0.93,1.21
29107,-2.82,-0.30,1.39,0.62,0.96,1.12
29122,-2.63,0.20,1.57,1.34,0.80,0.92
29136,-2.38,0.78,1.54,1.68,0.58,0.82
29152,-1.56,2.92,0.20,2.05,-0.15,0.64
29167,-1.28,3.68,-0.37,2.05,-0.50,0.62
29181,-0.58,4.86,-1.03,1.80,-0.55,0.77
29195,-0.02,5.38,-0.94,1.61,-0.17,0.93
29211,-1.00,5.58,1.12,1.27,1.03,1.21
29225,-2.17,5.02,1.49,1.09,1.05,1.55
29239,-2.81,4.42,1.06,1.09,1.05,1.55
29253,-2.69,4.33,1.40,1.35,0.62,1.63
29267,-1.91,4.63,2.63,1.43,0.20,1.45
29281,-1.02,5.83,2.15,1.39,-1.03,1.04
29295,0.17,7.27,0.40,1.22,-1.61,0.87
29311,2.83,8.28,-2.42,0.69,-2.00,0.63
29325,4.59,8.49,-5.23,0.40,-1.17,0.43
29339,5.45,8.14,-2.12,0.00,-0.18,0.23
29354,4.78,7.50,-1.35,-0.72,0.10,-0.08
29369,3.76,6.15,-1.26,-0.99,-0.04,-0.26
29383,3.81,4.98,-0.03,-1.43,-0.23,-0.82
29397,3.61,4.61,0.09,-1.57,-0.33,-1.17
29413,3.13,4.32,0.77,-1.61,-0.48,-1.77
29427,3.24,4.20,0.67,-1.55,-0.60,-1.96
29441,4.41,3.88,-1.65,-1.44,-0.79,-2.14
29455,4.82,3.64,-2.53,-1.44,-0.62,-2.20
29471,4.49,3.23,-2.49,-1.60,0.13,-2.32
29485,3.90,3.01,-1.98,-1.76,0.40,-2.36
29501,2.72,2.64,-0.83,-2.19,0.63,-2.34
29515,2.80,2.44,-0.51,-2.43,0.62,-2.30
29529,3.15,2.24,-0.31,-2.66,0.53,-2.24
29543,4.10,1.45,-1.28,-2.91,0.33,-2.12
29557,4.07,0.84,-2.13,-2.96,0.36,-2.03
29574,2.63,-1.74,-2.61,-2.73,0.80,-1.85
29587,2.02,-2.69,-2.28,-2.46,1.03,-1.88
29603,0.78,-4.31,-1.90,-1.79,1.29,-2.27
29617,-0.21,-4.87,-1.36,-1.47,1.35,-2.59
29631,-0.68,-5.21,-1.11,-1.18,1.36,-2.92
29645,-0.58,-5.00,-0.83,-0.72,1.19,-3.59
29660,0.09,-4.59,-1.31,-0.61,0.92,-3.89
29675,0.52,-4.46,-1.92,-0.50,0.24,-3.86
29689,1.18,-4.56,-3.68,-0.46,0.25,-3.59
29705,1.35,-5.06,-3.69,-0.56,0.93,-3.26
29719,0.88,-4.79,-2.17,-0.70,1.08,-3.24
29733,0.82,-4.42,-2.20,-0.92,0.83,-3.10
29747,1.20,-4.27,-2.46,-1.03,0.57,-2.89
29763,3.62,-4.71,-4.01,-1.26,0.05,-2.22
29777,4.54,-5.29,-4.97,-1.28,0.10,-1.82
29791,4.92,-7.00,-4.89,-1.21,0.39,-1.45
29806,4.55,-7.35,-3.90,-0.95,0.82,-0.90
29821,4.11,-7.52,-3.01,-0.70,0.77,-0.72
29835,3.61,-7.15,-2.50,-0.07,0.23,-0.39
29849,3.85,-6.92,-2.97,0.26,-0.11,-0.15
29865,4.70,-6.25,-5.14,0.92,-0.32,0.54
29879,4.77,-5.97,-5.18,1.20,-0.13,0.94
29893,3.89,-5.01,-2.75,1.64,0.18,1.69
29907,3.42,-4.63,-1.96,1.82,0.12,2.02
29922,3.01,-4.30,-1.55,1.94,-0.04,2.32
29936,3.06,-3.85,-1.77,2.04,-0.46,2.91
29950,3.37,-3.75,-1.83,2.06,-0.59,3.18
29966,4.64,-3.41,-1.13,2.04,-0.61,3.55
29980,4.95,-2.93,-0.65,2.01,-0.67,3.66
29994,5.84,-1.18,-1.01,1.89,-1.00,3.79
30008,5.95,-0.44,-1.22,1.75,-1.12,3.85
30024,5.29,0.61,-1.29,1.57,-1.15,3.95
30038,4.61,0.71,-1.28,1.13,-1.04,4.18
30054,3.21,0.71,-1.12,0.69,-0.83,4.20
30068,2.07,0.47,-0.71,0.51,-0.71,4.07
30082,1.50,0.65,-0.38,0.37,-0.57,3.87
30096,0.22,1.07,0.52,0.20,-0.28,3.36
30110,-0.33,1.18,0.60,0.16,-0.11,3.14
30131,-1.05,1.33,1.10,0.16,0.27,2.66
30145,-1.70,1.08,1.74,0.20,0.28,2.08
30159,-1.74,1.16,1.86,0.30,0.12,1.81
30175,-1.12,2.06,2.17,0.53,-0.42,1.43
30189,-0.76,2.63,1.91,0.67,-0.74,1.33
30205,0.15,4.14,0.00,0.76,-1.09,1.32
30219,0.44,4.55,-0.29,0.70,-0.95,1.37
30233,0.77,4.80,-0.51,0.66,-0.61,1.44
30247,0.94,4.68,0.32,0.61,0.27,1.49
30261,0.71,4.53,0.91,0.62,0.46,1.49
30277,0.26,3.71,1.39,0.88,0.29,1.42
30291,0.43,3.64,1.47,1.10,0.11,1.34
30307,1.44,4.23,1.16,1.61,-0.34,1.02
30321,1.80,4.83,0.63,1.85,-0.53,0.83
30335,2.60,6.45,-0.45,2.03,-0.60,0.64
30349,3.14,8.01,-1.21,2.22,-0.45,0.34
30365,3.34,9.29,-1.62,2.23,-0.33,0.24
30379,3.54,10.11,-1.19,2.02,-0.13,0.10
30393,3.52,10.35,-0.65,1.76,-0.06,0.02
30408,2.80,10.25,0.28,0.91,-0.05,-0.19
30422,1.75,9.43,0.77,0.37,-0.06,-0.30
30436,1.47,8.25,1.17,-0.67,-0.11,-0.52
30450,2.32,7.90,1.68,-1.10,-0.29,-0.76
30465,3.71,8.39,0.25,-1.55,-0.74,-1.11
30480,4.60,8.48,-1.41,-2.40,-1.90,-1.71
30494,8.02,7.41,-8.81,-2.77,-1.98,-1.79
30509,8.01,4.13,-8.30,-3.01,0.78,-1.63
30523,5.23,0.57,-3.12,-3.07,1.77,-1.69
30536,2.56,-1.43,-1.79,-3.01,2.09,-2.00
30551,2.05,-1.87,-0.80,-2.68,2.21,-3.02
30567,1.92,-1.69,0.59,-2.18,1.81,-3.83
30581,1.89,-1.52,0.20,-1.86,1.51,-4.08
30595,0.85,-0.69,-0.44,-1.56,1.31,-4.24
30610,0.38,-0.68,-0.26,-1.10,1.12,-4.31
30624,-0.01,-0.74,-0.12,-0.93,0.97,-4.21
30638,-0.66,-1.23,-0.48,-0.76,0.51,-3.90
30652,-0.59,-1.73,-0.78,-0.81,0.29,-3.76
30668,0.23,-3.78,-1.33,-1.16,0.02,-3.48
30682,0.80,-4.86,-1.56,-1.34,-0.05,-3.32
30696,1.75,-8.07,-3.48,-1.47,-0.10,-3.15
30711,1.79,-8.90,-3.93,-1.41,0.11,-2.95
30726,1.61,-9.33,-4.02,-1.17,0.40,-2.99
30740,0.33,-8.01,-2.67,-0.52,0.96,-3.22
30754,0.23,-6.90,-2.11,-0.21,1.06,-3.36
30770,1.02,-3.84,-0.82,0.11,0.76,-3.05
30784,1.90,-3.40,-0.61,0.29,0.43,-2.56
30798,4.78,-4.51,-3.48,0.32,-0.31,-1.35
30812,5.46,-5.48,-4.78,0.22,-0.38,-0.80
30828,5.13,-7.63,-3.52,0.13,0.28,-0.06
30842,4.56,-7.81,-2.69,0.14,0.48,0.12
30857,3.92,-6.88,-1.41,0.22,0.47,0.19
30872,4.61,-4.89,-0.75,0.54,0.00,0.28
30886,5.15,-3.88,-1.26,0.67,-0.37,0.45
30900,6.10,-2.06,-4.89,0.70,-0.82,1.17
30914,5.80,-2.17,-4.91,0.62,-0.62,1.71
30930,4.68,-3.40,-3.49,0.57,-0.01,2.77
30944,4.37,-4.81,-2.10,0.61,0.08,3.08
30960,5.39,-4.93,-1.34,0.81,-0.18,3.18
30974,7.49,-4.06,-2.07,0.93,-0.46,3.07
30988,8.60,-2.11,-2.53,1.02,-0.68,2.95
31002,8.31,-1.12,-2.34,1.05,-0.78,2.87
31016,6.39,-0.10,-1.84,1.00,-0.78,2.95
31032,3.85,-0.01,-1.14,0.78,-0.76,3.23
31046,2.01,-0.68,-0.34,0.63,-0.71,3.33
31062,0.39,-0.90,0.07,0.31,-0.65,3.27
31076,-0.25,-0.82,0.23,0.14,-0.59,3.11
31090,-1.93,-0.72,0.30,-0.14,-0.23,2.72
31104,-2.38,-0.69,0.66,-0.25,0.09,2.50
31120,-3.19,-1.05,2.19,-0.51,0.55,2.03
31134,-3.33,-1.11,2.50,-0.52,0.54,1.82
31148,-3.43,-1.12,2.43,-0.43,0.37,1.67
31163,-3.40,-0.83,2.18,0.05,-0.22,1.53
31178,-3.26,-0.46,1.97,0.39,-0.52,1.52
31192,-2.65,0.91,0.83,1.01,-0.88,1.55
31206,-2.43,1.46,0.43,1.19,-0.89,1.57
31222,-1.42,2.52,0.49,1.26,-0.61,1.58
31236,-1.04,2.83,0.48,1.26,-0.41,1.58
31250,-0.05,3.15,-0.81,1.30,-0.28,1.56
31265,0.64,3.22,-0.84,1.41,-0.20,1.46
31281,2.90,3.37,-1.76,1.57,-0.18,1.32
31295,3.69,4.01,-2.03,1.70,0.15,1.25
31311,2.80,5.14,0.06,1.92,0.70,1.16
31325,1.38,6.18,0.86,2.07,0.60,1.12
31339,1.19,6.77,1.14,2.24,0.40,1.08
31353,2.09,8.10,1.29,2.50,-0.29,1.04
31367,3.68,9.51,0.00,2.50,-0.75,0.99
31384,4.68,11.24,-1.18,2.12,-1.22,0.79
31398,4.11,12.26,-1.23,1.70,-1.14,0.67
31413,3.40,12.54,-1.14,0.35,-0.95,0.54
31427,3.44,12.49,-1.28,-0.50,-0.89,0.47
31441,4.69,10.93,-1.50,-1.41,-0.87,0.34
31455,5.25,9.80,-1.79,-3.09,-1.10,-0.15
31470,7.84,5.36,-5.19,-3.85,-1.40,-0.51
31485,9.33,3.37,-7.65,-4.54,-1.50,-1.09
31499,9.85,1.36,-8.47,-4.32,-0.50,-1.23
31514,6.38,-2.15,-1.53,-3.35,2.01,-1.93
31528,4.67,-2.20,-0.89,-2.82,2.40,-2.61
31542,2.19,-0.38,0.70,-1.76,2.49,-3.88
31556,1.90,0.00,0.66,-1.33,2.34,-4.25
31572,1.05,0.44,-0.24,-0.71,1.94,-4.52
31586,0.63,0.13,-0.42,-0.58,1.85,-4.52
31600,-0.67,-0.62,-0.60,-0.55,1.78,-4.50
31615,-0.97,-1.09,-0.94,-0.70,1.52,-4.43
31629,-1.15,-1.65,-1.51,-0.92,1.34,-4.39
31643,-0.92,-3.65,-3.07,-1.42,0.97,-4.23
31657,-0.56,-4.83,-3.38,-1.74,0.85,-4.04
31673,-0.41,-8.87,-2.04,-2.68,1.18,-3.14
31687,-0.84,-9.49,-0.63,-2.62,1.22,-3.14
31701,-1.96,-5.56,0.18,-2.62,1.22,-3.14
31716,-1.35,-3.91,-0.77,-1.70,0.03,-3.14
31731,-0.12,-3.13,-1.58,-1.59,-0.31,-2.62
31745,4.26,-5.44,-4.48,-1.72,-0.63,-2.17
31759,4.76,-4.31,-5.74,-1.39,-0.55,-2.12
31775,4.93,-4.89,-7.44,-1.07,-0.02,-0.67
31789,4.44,-6.28,-6.75,-0.94,0.41,0.10
31804,3.43,-8.86,-5.32,-0.65,0.81,0.57
31818,3.26,-10.32,-2.65,-0.42,0.73,0.38
31834,3.90,-8.30,-1.44,-0.00,0.37,0.07
31848,5.24,-5.28,-2.98,1.14,-0.54,0.01
31864,5.87,-4.22,-3.10,1.37,-0.64,0.57
31878,5.38,-3.02,-3.15,1.53,-0.68,0.88
31892,3.79,-1.94,-4.17,1.67,-0.63,1.37
31906,2.73,-2.53,-3.65,1.63,-0.31,2.47
31920,3.18,-4.02,-2.89,1.63,-0.30,2.81
31936,4.52,-4.65,-2.82,1.56,-0.57,2.95
31950,5.37,-4.43,-2.81,1.53,-0.61,2.87
31966,6.90,-1.78,-0.76,1.35,-0.73,2.75
31980,6.78,-0.53,0.02,1.18,-1.01,2.80
31994,5.07,1.89,0.30,0.97,-1.36,2.96
32008,4.20,1.93,0.18,0.54,-1.85,3.57
32023,1.92,0.12,-0.50,0.36,-1.91,3.86
32038,1.21,-0.42,-0.77,0.16,-1.77,4.04
32052,0.62,-0.90,-1.06,0.16,-1.54,3.87
32067,-0.60,-1.61,-1.62,0.33,-0.77,3.24
32081,-1.13,-1.41,-1.36,0.45,-0.26,2.86
32095,-2.31,-0.35,0.77,0.55,0.49,2.13
32109,-2.63,0.11,1.43,0.60,0.58,1.87
32125,-2.86,0.88,2.81,0.75,0.30,1.57
32144,-2.63,1.38,2.94,0.87,-0.02,1.47
32158,-2.46,1.66,2.62,1.16,-0.82,1.35
32172,-2.05,2.04,1.48,1.28,-1.12,1.33
32188,-1.38,2.62,0.77,1.44,-1.23,1.36
32202,-0.48,3.07,0.56,1.50,-1.08,1.40
32218,0.33,3.67,0.48,1.51,-0.70,1.43
32232,0.77,3.87,0.22,1.46,-0.55,1.40
32246,1.89,4.60,0.43,1.37,-0.24,1.30
32260,2.25,4.88,0.85,1.39,-0.19,1.32
32276,3.33,5.62,1.37,1.58,-0.46,1.48
32290,3.66,6.02,1.04,1.69,-0.62,1.51
32304,4.80,7.72,0.63,1.79,-0.70,1.48
32319,5.00,8.59,0.52,1.96,-0.75,1.28
32333,5.13,9.56,0.30,1.98,-0.77,1.15
32347,5.09,12.37,-0.23,1.68,-0.70,0.85
32361,4.85,12.89,0.02,1.26,-0.59,0.75
32377,3.99,11.75,0.77,-0.10,-0.32,0.64
32391,3.81,10.84,0.86,-0.86,-0.18,0.51
32405,4.82,9.16,2.38,-1.57,-0.14,0.25
32420,5.29,8.94,1.85,-2.77,-0.91,-0.63
32435,5.68,8.79,0.36,-3.20,-1.46,-1.07
32449,7.17,6.64,-6.19,-3.77,-1.55,-1.50
32464,8.30,4.90,-8.74,-3.77,-0.73,-1.53
32479,7.01,-0.42,-5.14,-3.17,2.70,-1.77
32493,5.47,-1.60,-2.86,-2.84,3.59,-2.18
32507,1.88,-2.04,-0.40,-1.98,3.86,-3.40
32521,1.35,-1.91,-0.02,-1.61,3.77,-3.92
32536,1.13,-1.80,0.18,-1.24,3.58,-4.30
32550,0.66,-1.15,0.08,-0.60,3.03,-4.69
32564,0.32,-1.13,-0.07,-0.37,2.75,-4.78
32580,-0.96,-0.63,0.01,-0.07,2.13,-4.84
32594,-1.21,-0.69,-0.18,0.01,1.77,-4.73
32608,-1.19,-1.47,-1.20,-0.10,1.02,-4.27
32622,-0.65,-2.51,-1.80,-0.26,0.74,-4.07
32638,-0.05,-3.83,-2.12,-0.79,0.45,-3.80
32652,0.24,-4.61,-2.59,-1.00,0.37,-3.69
32668,0.63,-5.04,-2.79,-1.29,0.32,-3.60
32682,0.70,-5.00,-3.00,-1.42,0.34,-3.60
32696,0.61,-4.62,-3.49,-1.59,0.35,-3.54
32710,1.17,-4.87,-3.79,-1.94,0.41,-3.11
32724,2.01,-5.45,-3.77,-2.07,0.44,-2.80
32740,3.10,-6.33,-4.39,-2.29,0.37,-2.23
32754,3.55,-6.67,-4.77,-2.33,0.37,-1.98
32770,3.55,-7.06,-4.44,-2.27,0.54,-1.45
32784,3.32,-7.03,-3.83,-2.14,0.53,-1.14
32798,3.39,-6.67,-3.06,-1.94,0.36,-0.80
32812,3.80,-6.53,-3.58,-1.37,-0.26,-0.06
32827,4.60,-6.43,-4.80,-1.00,-0.51,0.36
32842,4.51,-6.47,-4.68,-0.06,-0.67,1.34
32856,4.27,-6.47,-4.37,0.53,-0.72,1.82
32871,3.57,-5.80,-4.56,1.64,-0.95,2.62
32885,3.41,-5.45,-4.54,2.13,-1.03,2.92
32899,4.39,-4.79,-4.07,2.79,-1.08,3.42
32913,5.12,-4.46,-3.40,2.97,-1.13,3.67
32928,8.65,-2.95,-1.32,3.08,-1.19,3.90
32944,9.54,-2.07,-1.09,2.93,-1.69,4.15
32958,9.98,1.39,-2.62,2.60,-2.13,4.09
32973,8.51,3.24,-3.19,1.87,-2.53,4.33
32988,7.17,3.16,-3.36,1.45,-2.49,4.72
33002,3.35,-0.04,-4.67,0.67,-2.18,5.32
33016,2.36,-0.82,-4.06,0.33,-1.78,5.27
33032,0.81,-1.23,-1.47,-0.02,-0.91,4.48
33046,-0.29,-0.50,1.26,-0.08,-0.59,3.92
33060,-1.45,0.88,2.47,0.05,-0.10,3.02
33074,-2.36,1.51,3.44,0.22,0.09,2.68
33089,-3.21,1.62,3.47,0.35,0.16,2.35
33103,-3.55,1.51,3.25,0.69,-0.02,1.74
33117,-3.85,1.12,2.79,0.97,-0.19,1.50
