time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
31456,-2.16,0.43,-0.46,-0.38,0.24,0.74
31471,-1.94,0.38,-0.34,-0.37,0.18,0.82
31485,-0.7,0.26,-0.08,-0.38,0.11,0.96
31499,-0.26,0.17,-0.01,-0.41,0.11,1
31515,0.62,-0.01,0.11,-0.53,0.18,0.97
31529,0.86,-0.07,0.13,-0.62,0.21,0.91
31543,1.17,-0.14,0.04,-0.81,0.22,0.71
31557,1.11,-0.23,0,-0.9,0.21,0.61
31573,0.57,-0.43,0.15,-0.96,0.22,0.5
31587,-0.32,-0.68,0.47,-0.96,0.34,0.29
31602,-1.21,-0.96,0.79,-0.92,0.38,0.2
31617,-1.54,-1.03,0.98,-0.74,0.33,0.09
31631,-1.65,-0.93,1.11,-0.62,0.26,0.09
31645,-1.16,-0.62,1.11,-0.39,0.1,0.2
31659,-0.5,-0.29,1.1,-0.31,0.04,0.29
31675,-0.03,-0.05,1.22,-0.28,0.01,0.38
31690,0.16,0,1.27,-0.32,0.03,0.37
31706,0.64,0,1.36,-0.49,0.03,0.3
31720,0.82,-0.1,1.36,-0.58,0.02,0.26
31734,1.15,-0.54,1.34,-0.71,-0.03,0.2
31749,1.22,-0.66,1.37,-0.72,-0.02,0.18
31765,1.2,-0.86,1.48,-0.61,-0.01,0.2
31779,1.13,-0.91,1.48,-0.39,0.01,0.28
31793,0.9,-0.81,1.39,-0.39,0.01,0.28
31808,0.83,-0.76,1.39,-0.1,0.09,0.4
31823,0.77,-0.74,1.41,-0.04,0.1,0.43
31837,0.67,-0.82,1.4,0.01,0.11,0.48
31851,0.7,-0.87,1.37,0.02,0.11,0.5
31867,0.95,-1.09,1.46,0.04,0.1,0.51
31881,1.08,-1.14,1.4,0.04,0.1,0.51
31895,1.36,-1.4,1.42,0.09,0.12,0.49
31909,1.42,-1.52,1.47,0.13,0.14,0.46
31925,1.44,-1.72,1.42,0.17,0.16,0.44
31939,1.34,-1.77,1.36,0.3,0.22,0.39
31955,1.03,-1.79,1.29,0.42,0.28,0.36
31969,0.57,-1.75,1.3,0.47,0.3,0.34
31983,0.35,-1.74,1.42,0.51,0.31,0.33
31997,0.01,-1.82,1.51,0.53,0.25,0.32
32011,0,-1.84,1.39,0.52,0.22,0.29
32027,0.12,-1.75,1.29,0.44,0.15,0.23
32041,0.26,-1.63,0.97,0.36,0.14,0.2
32057,0.24,-1.63,0.63,0.15,0.13,0.07
32071,0.18,-1.67,0.48,0.04,0.12,-0.02
32085,-0.34,-1.87,-0.08,-0.07,0.11,-0.1
32099,-0.65,-1.93,-0.09,-0.27,0.11,-0.21
32114,-1.56,-2.41,0.28,-0.3,0.11,-0.23
32129,-1.7,-2.58,0.5,-0.22,0.09,-0.26
32143,-1.7,-2.75,0.72,-0.1,0.07,-0.27
32158,-0.6,-2.91,1.14,0.24,0.02,-0.27
32172,-0.04,-2.83,1.11,0.45,0.04,-0.28
32191,1.33,-2.32,0.47,0.78,0.12,-0.33
32207,1.5,-1.74,0.15,0.88,0.16,-0.43
32221,1.14,-1.32,0.09,0.85,0.17,-0.49
32235,0.85,-1.22,0.15,0.79,0.16,-0.55
32249,-0.02,-1.35,0.72,0.63,0.04,-0.66
32263,-0.21,-1.33,0.64,0.56,-0.03,-0.71
32279,-0.39,-1.18,0.39,0.53,-0.04,-0.74
32293,-0.51,-1.2,0.23,0.52,-0.06,-0.71
32309,-0.77,-1.18,0.15,0.53,-0.11,-0.67
32323,-1,-1.17,0.18,0.53,-0.13,-0.66
32337,-1.12,-1.17,0.07,0.58,-0.16,-0.63
32351,-1.13,-1.25,0.13,0.62,-0.2,-0.63
32367,-1.16,-1.25,0.11,0.65,-0.26,-0.66
32381,-1.22,-1.11,0.05,0.65,-0.25,-0.7
32395,-1.31,-0.66,-0.24,0.6,-0.24,-0.74
32411,-1.24,-0.12,-0.51,0.43,-0.31,-0.82
32426,-0.84,0.11,-0.57,0.29,-0.41,-0.9
32440,-0.19,0.32,-0.72,-0.03,-0.63,-1.17
32454,0.08,0.37,-0.85,-0.13,-0.65,-1.3
32470,0.36,0.21,-1.09,-0.08,-0.48,-1.49
32484,0.19,0.27,-1.03,0.02,-0.37,-1.51
32498,-0.51,0.79,-0.64,0.25,-0.31,-1.44
32512,-0.66,1.14,-0.67,0.33,-0.31,-1.38
32528,-0.46,2.19,-1.19,0.39,-0.31,-1.32
32542,-0.4,2.47,-1.31,0.33,-0.32,-1.24
32558,-0.27,3.02,-1.46,0.12,-0.42,-1.19
32572,-0.28,3.04,-1.38,0.03,-0.47,-1.15
32586,-0.31,2.95,-1.32,-0.05,-0.52,-1.1
32600,-0.49,2.43,-0.92,-0.1,-0.54,-0.97
32614,-0.59,2.41,-0.91,-0.07,-0.5,-0.86
32630,-0.94,2.65,-1.08,0.05,-0.39,-0.49
32644,-1.03,2.75,-1.21,0.09,-0.35,-0.27
32660,-1.13,2.97,-1.47,0.06,-0.36,0.1
32674,-0.99,2.92,-1.4,-0.02,-0.39,0.2
32688,-0.88,2.54,-1.25,-0.12,-0.42,0.25
32702,-1.26,2.24,-0.85,-0.27,-0.32,0.31
32717,-1.85,1.99,-0.93,-0.32,-0.21,0.36
32732,-2.04,1.94,-1.04,-0.28,0.03,0.56
32746,-2.23,1.94,-1.21,-0.24,0.06,0.68
32762,-2.09,1.91,-1.27,-0.27,-0.07,0.87
32776,-1.81,1.71,-1.22,-0.3,-0.1,0.92
32790,-1.42,1.2,-0.83,-0.31,-0.03,1
32804,-1.19,0.91,-0.59,-0.26,0.02,1.05
32820,-0.24,0.44,-0.17,-0.09,0.11,1.19
32834,0.05,0.38,-0.13,0.02,0.19,1.23
32848,0.41,0.56,-0.2,0.11,0.28,1.25
32863,0.32,0.56,-0.21,0.16,0.42,1.18
32878,0.07,0.52,-0.17,0.15,0.46,1.1
32892,-1.29,0.37,0,0.14,0.57,0.88
32906,-1.79,0.27,0.22,0.15,0.6,0.81
32922,-2.23,-0.05,0.8,0.25,0.51,0.77
32936,-1.88,-0.09,0.96,0.33,0.43,0.8
32951,-0.5,0.31,0.92,0.58,0.38,0.88
32965,-0.19,0.46,0.99,0.66,0.42,0.93
32981,0.21,1.13,0.94,0.67,0.49,0.98
32995,0.32,1.27,0.94,0.58,0.49,0.97
33011,0.75,1.68,0.79,0.23,0.33,0.94
33025,0.89,1.62,0.7,0,0.23,0.92
33039,1.06,1.56,0.67,-0.27,0.17,0.88
33053,1.18,1.28,0.49,-0.83,0.11,0.81
33067,1.16,1.07,0.55,-1.03,0.09,0.81
33083,0.89,0.3,0.54,-1.25,0.02,0.89
33097,0.77,-0.03,0.64,-1.29,0,0.93
33113,0.63,-0.76,0.69,-1.23,-0.03,1.02
33127,0.51,-1.43,0.76,-1.14,-0.01,1.08
33141,0.38,-2.04,0.86,-0.82,0.07,1.2
33155,0.15,-2.32,0.78,-0.66,0.12,1.27
33170,0.03,-2.35,0.85,-0.54,0.17,1.3
33185,0.06,-2.22,0.93,-0.41,0.21,1.3
33199,0.39,-1.97,0.89,-0.41,0.18,1.27
33214,0.86,-2.23,0.91,-0.53,0.11,1.11
33228,1.1,-2.72,1.07,-0.6,0.11,0.97
33242,1.05,-3.2,1.29,-0.65,0.2,0.72
33256,0.98,-3.41,1.34,-0.6,0.23,0.65
33272,0.59,-4.29,1.39,-0.35,0.28,0.6
33286,0.41,-4.56,1.51,-0.18,0.31,0.56
33300,-0.25,-4.75,1.72,0,0.32,0.5
33315,-0.36,-4.66,1.87,0.33,0.34,0.42
33330,-0.35,-4.58,2.09,0.45,0.34,0.4
33344,0.33,-4.17,1.95,0.57,0.25,0.33
33358,0.57,-4.05,1.76,0.54,0.23,0.23
33374,0.43,-3.98,1.87,0.37,0.31,-0.07
33388,0.16,-3.99,2.05,0.29,0.34,-0.23
33402,-0.65,-4.51,2.07,0.22,0.34,-0.36
33416,-0.93,-4.74,2.07,0.19,0.3,-0.55
33431,-1.12,-4.92,2.09,0.26,0.29,-0.62
33445,-1.3,-4.88,2.05,0.55,0.22,-0.69
33459,-1.03,-4.73,2.07,0.72,0.13,-0.69
33475,0.36,-3.83,2.04,0.93,-0.11,-0.74
33490,0.77,-3.38,1.78,0.97,-0.19,-0.83
33504,1.09,-2.05,1.1,0.94,-0.19,-1.13
33518,0.89,-1.67,0.97,0.82,-0.15,-1.3
33534,0.04,-1.39,1.06,0.52,-0.16,-1.57
33548,-0.77,-1.88,0.86,0.4,-0.22,-1.68
33564,-1.63,-2.14,0.92,0.43,-0.31,-1.79
33578,-2.21,-2.05,0.75,0.53,-0.34,-1.76
33592,-2.22,-1.54,0.35,0.69,-0.38,-1.63
33607,-2.03,-1.26,0.21,0.99,-0.45,-1.3
33622,-1.46,-0.48,0.17,1.07,-0.53,-1.19
33637,-1.38,-0.26,0.24,1.04,-0.66,-1.2
33651,-1.29,-0.11,0.05,0.95,-0.69,-1.25
33667,-1.42,0.09,-0.61,0.75,-0.63,-1.36
33682,-1.51,0.33,-1.01,0.63,-0.59,-1.39
33696,-1.61,1.1,-1.75,0.34,-0.72,-1.37
33710,-1.55,1.29,-1.94,0.16,-0.84,-1.38
33726,-0.65,1.54,-2.06,-0.21,-1.07,-1.51
33740,-0.36,1.61,-2.01,-0.34,-1.15,-1.61
33754,0.48,1.71,-1.7,-0.4,-1.16,-1.78
33768,0.66,1.8,-1.82,-0.33,-1.06,-1.81
33783,0.74,1.92,-1.98,-0.21,-0.89,-1.81
33797,0.29,2.51,-2.21,0.03,-0.51,-1.73
33811,0.05,2.84,-2.47,0.1,-0.4,-1.64
33827,-0.61,3.58,-2.24,0.17,-0.3,-1.36
33841,-0.72,3.7,-2.32,0.13,-0.32,-1.22
33855,-0.79,3.74,-2.2,0.02,-0.3,-1.02
33869,-0.84,3.8,-2.29,-0.02,-0.28,-0.92
33885,-0.87,3.68,-2.1,0.02,-0.25,-0.63
33899,-0.8,3.51,-2.14,0.08,-0.26,-0.45
33914,-0.86,3.31,-1.81,0.1,-0.27,-0.28
33928,-0.92,3.04,-1.55,0.05,-0.3,0.04
33942,-0.95,2.91,-1.47,-0.03,-0.27,0.2
33956,-1.12,2.7,-1.25,-0.13,-0.1,0.61
33970,-1.2,2.63,-1.15,-0.15,0,0.83
33986,-1.53,2.37,-1.37,-0.16,0.19,1.2
34000,-2.27,2.15,-1.53,-0.16,0.31,1.31
34016,-3.04,1.75,-1.43,-0.16,0.52,1.48
34030,-3.41,1.28,-0.92,-0.18,0.55,1.58
34044,-3.23,0.9,-0.52,-0.19,0.54,1.71
34058,-2.02,0.17,0.04,-0.13,0.46,1.95
34072,-0.61,-0.02,0.26,-0.06,0.46,2.03
34089,0.67,-0.18,0.09,0.13,0.61,2.08
34103,1.19,-0.14,0.15,0.2,0.69,2.05
34118,1.31,-0.09,-0.27,0.17,0.8,1.83
34132,1.09,0.05,-0.31,0.13,0.87,1.65
34146,-0.47,0.66,-0.31,-0.04,1.03,1.3
34160,-1.07,0.72,-0.15,-0.15,1.06,1.14
34176,-2.41,0.4,0.28,-0.39,0.91,0.85
34195,-2.58,0,0.66,-0.5,0.74,0.7
34210,-2.12,-0.18,0.85,-0.64,0.41,0.5
34225,-1.35,-0.28,1.14,-0.63,0.31,0.51
34240,-0.65,-0.32,1.2,-0.54,0.27,0.75
34254,-0.36,-0.4,1.22,-0.48,0.31,0.9
34270,0.04,-0.56,1.25,-0.46,0.44,1.05
34285,0.26,-0.49,1.35,-0.5,0.47,1.04
34299,0.5,-0.74,1.55,-0.6,0.42,0.97
34313,0.67,-1.3,1.37,-0.62,0.4,0.94
34330,0.61,-1.78,1.61,-0.56,0.44,0.84
34344,0.55,-1.88,1.7,-0.46,0.45,0.8
34358,0.55,-2.1,1.91,-0.26,0.39,0.84
34372,0.68,-2.22,1.99,-0.18,0.34,0.87
34389,1.1,-2.22,2.11,-0.08,0.25,0.87
34403,1.19,-2.15,2.09,-0.07,0.22,0.83
34419,0.92,-1.99,2.33,-0.15,0.24,0.75
34433,0.76,-2.14,2.31,-0.26,0.25,0.7
34447,0.29,-3.19,2.49,-0.53,0.26,0.54
34461,0.18,-3.83,2.54,-0.69,0.21,0.43
34476,0.24,-5.28,2.61,-0.84,0.12,0.29
34491,0.33,-5.54,2.61,-1.09,-0.13,-0.16
34505,0.43,-5.71,2.54,-1.09,-0.13,-0.16
34520,0.27,-6.38,2.31,-0.84,-0.18,-0.58
34534,-0.03,-6.51,2.38,-0.72,-0.13,-0.84
34548,-1.04,-6.34,2.41,-0.48,-0.12,-1.4
34562,-1.22,-6.02,2.44,-0.36,-0.18,-1.61
34577,-1.2,-5.44,2.5,-0.28,-0.25,-1.76
34592,-0.78,-4.96,2.2,-0.26,-0.28,-1.99
34606,-0.56,-4.5,1.89,-0.27,-0.22,-2.1
34621,-0.37,-3.22,1.12,-0.35,-0.09,-2.24
34635,-0.44,-2.94,0.66,-0.39,-0.02,-2.26
34649,-0.88,-2.6,0.18,-0.45,0.08,-2.3
34663,-1.5,-2.84,-0.15,-0.46,0.09,-2.31
34679,-2.01,-2.94,0,-0.36,-0.01,-2.23
34693,-1.56,-3.01,0.16,-0.25,-0.09,-2.14
34707,-0.42,-2.37,0.03,-0.08,-0.13,-2.02
34722,0.16,-1.96,0,0.4,0.03,-1.83
34736,1.07,-1.09,-0.06,0.62,0.17,-1.82
34750,1.3,0.19,-0.44,1,0.4,-1.93
34764,1.32,1.26,-1.12,1.12,0.51,-1.98
34780,1.03,2.25,-1.33,1.21,0.6,-1.98
34794,0.86,2.58,-1.38,1.18,0.55,-1.91
34808,0.88,2.85,-1.38,1.16,0.47,-1.81
34823,1.05,2.88,-1.29,1.17,0.36,-1.51
34838,1.47,2.85,-0.79,1.21,0.32,-1.3
34852,1.61,3.18,-0.24,1.22,0.37,-0.8
34866,1.58,3.11,-0.08,1.19,0.46,-0.54
34882,0.66,2.28,0.96,0.95,0.58,-0.18
34896,0.27,2.07,1.14,0.94,0.57,-0.05
34910,-0.17,1.78,1.16,0.94,0.4,0.25
34924,-0.09,1.84,1.04,0.98,0.26,0.44
34940,0.2,1.83,-0.18,1.04,0.11,0.61
34954,-0.08,1.47,-0.27,1.04,-0.1,0.8
34969,-1.84,0.88,-0.08,0.82,-0.22,0.78
34984,-2.13,1.04,-0.15,0.31,-0.43,0.74
34998,-2.15,1.23,-0.05,0.12,-0.54,0.81
35012,-0.69,1.55,-0.35,-0.33,-0.92,0.94
35026,0.01,1.55,-0.55,-0.52,-1,0.84
35042,1.17,1.45,-0.7,-0.71,-0.77,0.35
35056,1.1,1.41,-0.65,-0.73,-0.61,0.1
35072,0.08,1.34,-0.44,-0.62,-0.38,-0.09
35086,-0.34,1.24,-0.38,-0.5,-0.28,-0.04
35100,-1.07,1.07,-0.46,-0.34,-0.18,0.08
35114,-1.82,1.07,-0.63,0,0.05,0.36
35129,-2.54,1.06,-0.9,0.15,0.13,0.51
35144,-3.02,1.11,-1.11,0.4,0.19,0.82
35158,-3.09,1.12,-1.1,0.49,0.15,0.97
35173,-2.88,1.1,-1.12,0.57,-0.06,1.21
35187,-2.47,1.13,-1.09,0.57,-0.13,1.28
35201,-2,1.01,-1.14,0.57,-0.13,1.31
35215,-1.78,1.08,-1.07,0.52,0.01,1.29
35230,-1.71,0.96,-1.21,0.44,0.04,1.27
35245,-1.76,0.96,-1.35,0.22,0.11,1.21
35259,-2,1.17,-1.56,0.07,0.15,1.18
35274,-2.37,1.13,-1.4,-0.31,0.14,1.17
35288,-2.49,0.78,-1.23,-0.49,0.09,1.17
35302,-1.83,0.2,-0.88,-0.77,-0.01,1.13
35316,-1.19,-0.02,-0.76,-0.85,-0.08,1.12
35332,0.77,-0.17,-0.76,-0.89,-0.11,1.13
35347,1.33,-0.09,-0.81,-0.84,-0.03,1.15
35361,2.1,0.2,-0.85,-0.78,0.07,1.15
35376,2.08,0.35,-0.77,-0.79,0.18,1.05
35391,1.96,0.48,-0.74,-0.84,0.18,0.97
35405,0.86,0.95,-0.9,-1,0.31,0.82
35419,0.26,0.93,-0.73,-1.04,0.37,0.81
35435,-1.64,0.16,-0.17,-1.15,0.35,0.84
35449,-2.09,-0.27,0.04,-1.21,0.29,0.87
35463,-2.51,-0.83,0.62,-1.2,0.13,1.02
35477,-2.36,-1.02,0.74,-1.1,0.09,1.18
35493,-1.59,-1.72,0.99,-0.92,0.2,1.44
35507,-1.34,-1.81,1.08,-0.85,0.27,1.46
35523,-0.72,-1.79,1.36,-0.75,0.26,1.38
35537,0.01,-1.83,1.66,-0.72,0.23,1.32
35551,0.47,-2.06,1.95,-0.68,0.22,1.24
35565,1.64,-2.64,2.58,-0.49,0.22,1.01
35579,1.87,-2.76,2.73,-0.33,0.26,0.89
35595,2.01,-2.55,2.5,0.04,0.46,0.74
35609,1.55,-1.97,2.5,0.22,0.59,0.74
35625,0.94,-1.75,2.58,0.42,0.67,0.82
35639,0.65,-1.88,2.25,0.39,0.59,0.82
35653,0.62,-2.27,2.21,0.33,0.46,0.78
35667,0.64,-2.57,2.08,0.09,0.12,0.66
35682,0.71,-3.53,2.22,0,0.02,0.62
35697,0.81,-3.81,2.28,-0.07,-0.1,0.55
35711,1.32,-4.09,2.18,-0.08,-0.18,0.52
35726,1.92,-3.97,2.18,-0.05,-0.28,0.35
35740,2.11,-3.79,2.04,-0.03,-0.25,0.22
35754,1.71,-3.74,1.11,-0.03,0.07,-0.05
35769,1.06,-3.79,1.18,-0.04,0.3,-0.21
35785,-1.3,-4.15,1.87,-0.12,0.42,-0.45
35799,-1.76,-4.49,2.03,-0.24,0.3,-0.53
35813,-1.73,-6.03,1.85,-0.37,0.14,-0.63
35829,-1.46,-6.3,1.6,-0.57,-0.13,-0.94
35845,-1.41,-6.16,0.96,-0.55,-0.14,-1.14
35859,-1.84,-5.72,1.02,-0.46,-0.05,-1.5
35875,-2.95,-4.67,1.25,-0.36,0.04,-1.88
35890,-3,-4.47,1.43,-0.32,0.08,-2.13
35904,-2.24,-3.96,1.43,-0.31,0.09,-2.41
35918,-0.92,-3.4,1.19,-0.31,-0.03,-2.83
35932,-0.23,-2.97,1,-0.26,-0.09,-2.86
35948,1.58,-1.58,0.46,-0.02,-0.04,-2.64
35962,1.94,-0.93,0.22,0.14,-0.02,-2.46
35978,2.37,0.23,-0.77,0.41,-0.01,-2.17
35992,2.41,0.95,-0.96,0.52,-0.02,-2.06
36006,2.16,1.08,-1.08,0.59,-0.17,-1.86
36020,2.2,0.83,-0.92,0.65,-0.26,-1.77
36036,2.42,1.27,-0.67,0.87,-0.38,-1.47
36050,2.59,1.48,-0.76,1.02,-0.39,-1.2
36064,2.54,0.85,-1.02,1.18,-0.32,-0.88
36079,1.96,0.53,-0.75,1.26,0.04,-0.35
36094,0.26,0.08,-0.1,1.26,0.21,-0.2
36108,-1.1,-0.23,0.12,1.27,0.41,0.07
36122,-1.46,-0.4,0.03,1.31,0.39,0.22
36138,-1.68,-0.41,-0.17,1.5,0.27,0.45
36152,-1.64,-0.24,-0.16,1.5,0.18,0.5
36166,-1.79,0.23,-0.55,1.21,0.07,0.46
36180,-1.84,0.29,-0.66,0.98,0.04,0.38
36200,-1.88,0.31,-1.05,0.42,-0.17,0.17
36214,-1.7,0.29,-1.2,0.15,-0.33,0.05
36229,-0.72,0.19,-0.99,-0.21,-0.58,-0.21
36243,-0.43,0.15,-0.87,-0.33,-0.65,-0.38
36257,-0.05,0.3,-0.82,-0.38,-0.62,-0.72
36271,0.07,0.47,-0.75,-0.32,-0.5,-0.86
36287,-0.11,0.67,-0.28,-0.09,-0.25,-0.97
36301,-0.33,0.79,-0.29,0.02,-0.17,-0.97
36315,-0.79,1.24,-0.18,0.13,-0.07,-0.96
36330,-1.13,1.49,-0.12,0.25,0.14,-0.9
36344,-1.69,1.86,-0.39,0.27,0.22,-0.85
36358,-1.93,2.25,-0.61,0.29,0.33,-0.71
36372,-2.29,5.52,-3.32,0.27,0.26,-0.63
36388,-1.31,4.21,-0.68,1.32,0.75,0.6
36402,-0.72,-0.2,-1.41,-0.28,0.62,1.12
36416,-1.03,-1.73,-0.51,-1.2,0.09,0.5
36431,-1.41,-0.97,-0.08,-0.53,-0.96,-1.33
36446,-1.75,5.91,-1.71,-0.24,-0.67,-1.7
36460,-1.54,6.02,-1.28,0.72,0.22,0.15
36474,-1.55,3.56,-0.91,0.31,0.34,1.4
36490,-1.85,0.87,-0.82,0.15,0.06,1.34
36504,-2,2.03,-0.91,0.14,-0.02,0.6
36518,-1.92,2.93,-0.22,-0.1,-0.03,0.32
36532,-1.65,1.95,0.03,-0.27,-0.07,0.77
36548,0.09,0.55,-0.12,-0.35,-0.11,1.18
36562,0.67,0.96,-0.42,-0.22,-0.02,1.29
36578,1.22,2.27,-1.04,-0.29,-0.01,1.03
36592,1.02,2.42,-1.09,-0.44,-0.02,0.96
36606,0.63,2.37,-1.08,-0.66,0.01,0.91
36620,-1.19,1.37,-0.09,-1.08,0.12,0.78
36634,-1.68,0.98,0.17,-1.28,0.11,0.69
36650,-2.29,0.04,0.56,-1.42,-0.02,0.66
36664,-2.14,-0.28,0.59,-1.38,-0.05,0.75
36680,-1.41,-0.91,0.48,-1.07,0.02,1.07
36694,-1.21,-0.99,0.51,-0.84,0.08,1.19
36708,-0.83,-0.89,0.62,-0.58,0.14,1.26
36722,-0.4,-0.76,0.64,-0.22,0.16,1.32
36737,0.3,-0.86,0.92,-0.1,0.14,1.33
36752,0.9,-0.68,0.93,-0.02,0.1,1.28
36766,1.15,-0.69,0.9,-0.02,0.13,1.25
36781,1.28,-0.95,1.11,-0.04,0.32,1.18
36795,0.82,-1.19,1.21,-0.06,0.39,1.11
36809,0.25,-1.23,1.41,-0.09,0.45,1.02
36823,0.06,-1.28,1.65,-0.07,0.51,0.92
36838,0.4,-1.63,1.65,-0.06,0.43,0.95
