time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
28496,-14.20,-7.93,0.42,1.02,1.19,0.95
28510,-14.85,-8.08,0.02,0.67,1.14,0.58
28524,-16.59,-8.96,-1.29,-0.06,0.90,-0.05
28538,-16.91,-8.95,-1.45,-0.36,0.71,-0.29
28554,-15.60,-8.25,-1.45,-0.85,0.08,-0.64
28568,-14.47,-8.03,-1.70,-1.05,-0.35,-0.78
28582,-11.99,-7.99,-2.44,-1.14,-0.71,-0.95
28597,-10.41,-7.70,-2.97,-1.08,-0.94,-1.51
28612,-10.03,-6.83,-3.44,-1.02,-0.94,-1.79
28626,-10.95,2.12,-3.25,-0.11,-1.07,-1.74
28640,-11.29,8.14,-1.64,0.85,-1.35,-1.23
28656,-7.74,21.74,0.51,2.60,-2.54,-0.02
28670,5.59,30.57,-4.42,1.73,-3.32,-0.64
28684,10.10,30.33,-3.18,-1.43,-1.91,-4.43
28698,13.58,26.70,-2.89,-2.44,-2.07,-4.08
28714,12.48,23.43,-1.74,-1.36,-2.32,-4.10
28728,10.53,21.74,-1.19,-1.05,-2.25,-4.09
28744,8.79,12.06,-0.75,-1.09,-2.01,-3.88
28758,9.03,9.54,-1.18,-1.64,-1.64,-3.88
28772,8.14,4.62,-1.42,-1.77,-1.49,-3.67
28786,7.33,-0.91,-1.63,-1.82,-1.35,-2.91
28800,7.04,-3.70,-1.71,-1.77,-1.31,-2.58
28816,6.11,-10.03,-1.66,-1.60,-1.25,-2.14
28830,5.90,-11.18,-1.75,-1.47,-1.20,-2.01
28846,5.38,-13.15,-3.05,-1.10,-0.95,-2.09
28860,5.91,-12.85,-3.89,-0.99,-0.81,-2.57
28874,8.15,-13.34,-6.43,-1.10,-0.70,-2.70
28888,8.77,-14.18,-6.97,-0.70,-0.34,-1.82
28902,9.04,-14.98,-7.23,-0.44,-0.14,-1.10
28918,7.99,-15.77,-7.46,0.10,0.28,0.06
28932,7.28,-15.17,-6.92,0.29,0.53,0.31
28948,6.30,-12.51,-5.77,0.43,0.78,0.74
28962,6.59,-11.85,-5.42,0.48,0.82,1.08
28976,8.42,-10.27,-3.29,0.75,0.86,1.75
28990,8.50,-9.15,-2.87,0.96,0.86,2.00
29006,8.74,-4.60,-3.11,1.37,0.85,2.56
29020,10.33,6.71,-3.10,1.88,1.11,2.88
29034,13.56,19.95,-2.42,2.68,1.39,3.33
29049,14.53,27.90,-3.23,3.02,1.77,4.24
29064,13.92,28.42,-3.20,1.74,2.01,4.34
29078,9.68,26.81,-1.80,1.54,1.98,3.24
29092,6.03,22.41,-0.24,1.64,1.92,2.81
29108,2.83,18.20,1.16,1.84,1.62,2.61
29122,0.02,14.56,2.35,1.72,1.42,2.64
29136,-1.98,12.09,2.49,1.44,1.28,2.69
29150,-2.69,10.64,2.16,0.60,1.24,2.84
29165,-3.71,6.87,1.01,0.12,1.31,2.82
29179,-5.27,2.75,-0.14,-0.55,1.44,2.52
29193,-6.82,-1.15,-0.70,-0.66,1.47,2.38
29210,-8.75,-4.23,-1.15,-0.38,1.60,2.33
29224,-10.07,-5.72,-0.65,0.06,1.75,2.34
29238,-13.43,-6.94,0.59,0.90,1.90,1.77
29252,-14.11,-6.76,0.76,0.99,1.77,1.43
29268,-14.82,-6.72,0.65,0.71,1.30,1.00
29282,-14.86,-7.04,0.36,0.31,1.08,0.83
29298,-15.47,-8.52,-0.50,-0.48,0.87,0.32
29312,-15.76,-8.96,-0.72,-0.78,0.75,-0.00
29326,-15.92,-9.15,-0.90,-1.03,0.59,-0.31
29340,-14.88,-8.79,-1.30,-1.17,0.05,-0.70
29354,-14.03,-8.39,-1.57,-1.11,-0.29,-0.79
29370,-11.22,-5.90,-2.50,-0.92,-0.86,-0.95
29384,-10.41,-5.00,-2.96,-0.72,-1.00,-1.05
29400,-8.85,-0.36,-2.88,-0.92,-1.12,-1.45
29414,-7.68,1.92,-3.63,-1.05,-1.27,-1.70
29428,-6.51,17.83,1.57,-0.57,-1.31,-1.95
29442,-4.91,23.45,-0.26,0.25,-0.57,-2.72
29458,-1.74,28.36,1.62,-0.26,-1.36,-1.89
29472,4.66,29.14,0.57,-0.51,-1.68,-2.31
29486,7.72,30.35,-0.78,-0.54,-2.01,-3.32
29501,13.35,27.79,-2.29,-1.66,-2.25,-3.91
29515,12.12,24.32,-2.83,-1.84,-2.38,-4.01
29529,8.83,16.41,-2.03,-1.48,-2.04,-3.67
29543,7.94,10.19,-1.63,-1.28,-1.79,-3.65
29559,7.58,4.28,-1.25,-0.81,-1.52,-3.55
29573,6.95,-0.86,-0.65,-0.60,-1.46,-3.44
29587,7.19,-4.98,0.22,-0.41,-1.45,-3.34
29602,7.39,-6.56,0.74,-0.28,-1.54,-3.19
29617,7.90,-8.47,0.02,-0.42,-1.59,-3.07
29632,8.55,-9.94,-1.47,-1.08,-1.48,-2.70
29647,9.70,-11.50,-4.56,-1.32,-1.31,-2.52
29662,10.06,-12.23,-5.57,-1.51,-0.78,-2.13
29676,10.27,-13.17,-6.70,-1.41,-0.50,-1.85
29691,9.78,-16.17,-8.83,-1.12,0.10,-1.31
29705,9.35,-16.59,-9.00,-1.05,0.46,-1.09
29721,6.83,-16.19,-7.85,-0.59,1.10,-0.49
29735,6.54,-14.57,-6.99,-0.15,1.33,-0.35
29751,7.58,-11.95,-5.71,0.19,1.37,0.40
29765,7.57,-11.61,-4.79,0.47,1.45,1.07
29779,7.00,-11.02,-3.25,0.59,1.51,1.57
29793,7.11,-10.49,-1.90,0.58,1.34,2.19
29808,7.79,-6.58,-0.53,0.70,1.21,2.46
29823,8.68,5.78,-1.75,1.85,1.29,3.60
29837,9.75,14.45,-2.48,1.85,1.29,3.60
29852,11.58,27.34,-6.63,3.91,1.83,5.29
29866,12.70,25.79,-5.11,1.38,2.69,5.97
29880,10.67,25.46,-3.71,2.04,2.62,4.98
29894,7.07,26.72,-0.72,2.72,2.23,4.03
29909,3.19,26.22,0.73,2.76,1.87,3.90
29924,-0.05,18.72,2.48,1.71,1.20,3.73
29938,-1.37,15.76,3.20,0.95,0.92,3.53
29953,-2.98,11.36,3.08,-0.41,0.56,3.05
29967,-3.74,7.00,1.69,-1.04,0.48,2.86
29981,-5.07,2.81,-0.04,-1.91,0.45,2.66
29995,-6.62,-1.35,-1.06,-2.02,0.48,2.67
30011,-8.37,-5.01,-1.45,-1.60,0.63,2.58
30025,-9.20,-6.37,-1.21,-1.08,0.81,2.39
30039,-11.49,-7.20,-0.60,-0.34,1.08,2.00
30054,-12.41,-6.88,-0.23,0.64,1.31,1.34
30068,-13.77,-7.57,-0.60,0.78,1.09,1.24
30082,-15.00,-8.33,-0.61,0.92,0.84,0.97
30096,-15.60,-7.85,-0.60,0.87,0.80,0.80
30112,-16.58,-5.15,-0.62,0.45,0.54,0.59
30131,-15.52,-4.85,-1.77,0.05,0.31,0.40
30145,-14.94,-5.08,-2.14,-0.91,-0.10,-0.50
30160,-13.69,-5.25,-3.04,-1.26,-0.28,-1.04
30176,-12.45,-5.00,-3.53,-1.33,-0.59,-1.68
30190,-10.92,-3.93,-3.78,-1.04,-0.77,-1.80
30205,-9.57,-0.47,-5.12,0.11,-1.27,-1.94
30219,-9.03,2.65,-5.09,0.95,-1.48,-1.99
30233,-8.28,13.58,-0.65,2.13,-2.36,-1.79
30247,-3.82,28.37,1.41,1.71,-3.08,-1.57
30263,9.65,30.56,0.57,0.43,-2.13,-3.47
30277,13.63,30.43,-3.34,-2.09,-2.14,-4.16
30292,18.31,23.37,-5.28,-3.32,-2.29,-4.01
30306,18.26,20.54,-6.63,-2.83,-2.20,-4.02
30321,12.60,14.01,-4.98,-2.09,-1.67,-3.81
30335,9.67,9.17,-2.18,-0.62,-1.33,-3.84
30349,9.31,6.98,-1.53,-0.28,-1.34,-3.88
30365,10.15,3.55,-0.98,-0.44,-1.68,-3.15
30379,10.37,1.01,-1.03,-0.72,-1.63,-2.65
30393,7.79,-6.11,-1.19,-1.32,-1.42,-2.10
30407,6.59,-8.21,-1.57,-1.50,-1.29,-2.26
30423,4.78,-10.02,-1.97,-1.68,-1.15,-2.78
30437,4.92,-10.50,-2.47,-2.00,-0.99,-3.07
30453,6.32,-12.57,-4.61,-1.75,-0.89,-2.77
30467,7.13,-13.10,-5.45,-1.17,-0.54,-1.96
30481,7.84,-13.45,-6.15,-0.97,-0.31,-1.70
30495,8.64,-13.68,-7.56,-0.99,0.16,-1.49
30509,8.41,-13.63,-7.84,-1.06,0.43,-1.37
30525,7.26,-13.60,-7.87,-0.90,1.03,-0.77
30539,7.21,-13.68,-7.39,-0.63,1.27,-0.30
30555,8.02,-13.07,-6.17,0.18,1.56,0.53
30569,8.29,-12.40,-5.47,0.58,1.68,0.80
30583,8.53,-11.09,-3.83,0.87,1.76,1.06
30597,9.33,-9.69,-1.58,1.17,1.58,1.74
30611,10.17,-7.52,-1.66,1.41,1.53,2.06
30627,10.80,8.44,-5.23,2.41,2.42,3.11
30641,11.92,14.65,-2.28,3.75,2.86,3.93
30657,13.46,28.61,-2.55,2.82,2.99,5.49
30671,13.34,27.85,0.19,2.06,3.05,5.94
30685,7.58,28.80,3.16,2.21,2.30,4.62
30699,3.49,26.72,4.35,1.80,2.02,4.41
30715,-0.40,22.79,4.47,0.48,1.38,4.03
30729,-2.50,15.92,4.47,-0.28,1.14,3.84
30743,-3.61,10.54,2.43,-1.02,0.97,3.61
30758,-4.05,8.18,1.16,-2.29,0.84,3.31
30773,-5.11,3.41,-0.64,-2.74,0.79,3.28
30787,-7.06,-0.80,-1.46,-2.90,0.71,3.30
30801,-8.85,-4.19,-1.37,-2.59,0.69,3.28
30817,-10.27,-5.00,-0.70,-1.01,0.77,2.87
30831,-10.47,-4.52,-0.79,-0.01,0.82,2.50
30845,-10.70,-3.93,-1.72,0.68,0.88,2.13
30859,-11.40,-4.07,-2.16,0.88,0.92,1.72
30874,-13.40,-5.07,-2.24,0.63,0.91,1.61
30889,-15.71,-4.72,-2.33,-0.33,0.86,1.17
30904,-17.48,-5.51,-2.85,-0.91,0.83,0.89
30919,-17.26,-5.79,-3.24,-1.71,0.61,0.25
30933,-16.73,-5.81,-3.51,-1.61,0.47,-0.07
30947,-14.43,-4.25,-4.41,-0.86,0.30,-0.77
30961,-13.88,-3.62,-4.72,-0.48,0.18,-1.11
30977,-11.60,-1.09,-6.09,0.34,-0.05,-1.95
30991,-10.99,1.35,-6.18,0.80,-0.05,-2.48
31007,-8.01,14.37,-2.93,1.35,-0.10,-3.16
31021,-5.95,18.81,-1.34,1.50,-0.28,-3.35
31035,-3.94,21.75,-0.29,1.32,-0.64,-3.55
31049,3.16,24.72,1.18,0.69,-1.32,-3.82
31063,6.27,26.29,-0.47,1.05,-1.50,-4.16
31079,13.62,25.88,-2.13,1.29,-2.04,-4.63
31093,13.53,23.74,-2.21,1.27,-2.40,-4.52
31109,11.01,18.71,-1.07,1.38,-2.70,-4.07
31123,10.94,15.77,0.40,1.17,-2.66,-4.08
31137,11.26,10.24,0.86,0.35,-2.53,-3.64
31151,10.21,3.61,1.27,-0.11,-2.47,-3.33
31167,9.53,-1.80,1.46,-0.80,-2.43,-3.02
31181,9.29,-4.03,1.41,-1.05,-2.47,-2.96
31195,8.28,-7.87,0.74,-1.30,-2.48,-2.88
31210,7.68,-11.02,-1.03,-1.78,-2.34,-2.66
31224,7.57,-14.07,-2.88,-2.06,-2.11,-2.52
31238,8.29,-16.08,-4.40,-2.11,-1.52,-2.21
31252,9.14,-16.54,-5.95,-1.88,-1.29,-2.01
31268,11.03,-17.80,-7.30,-1.23,-0.63,-1.38
31282,10.92,-17.40,-7.25,-0.88,-0.35,-0.94
31296,8.36,-15.16,-6.59,-0.65,-0.12,-0.38
31312,7.83,-14.43,-6.42,-0.50,0.17,0.66
31328,8.57,-12.93,-7.68,-0.41,0.29,1.11
31342,9.12,-12.95,-7.50,0.02,0.59,2.00
31358,11.19,-11.51,-6.76,0.70,1.00,2.57
31373,12.04,-10.32,-6.13,0.77,1.22,2.73
31387,13.75,-5.34,-2.50,0.82,1.40,2.88
31401,15.57,7.33,-3.15,1.12,1.48,3.33
31415,16.50,15.88,-3.73,1.69,1.61,3.79
31432,15.69,22.66,-2.38,2.86,1.76,5.21
31446,15.71,23.09,-3.52,2.19,1.91,5.80
31461,14.80,27.50,-1.93,3.09,1.99,5.31
31475,10.46,29.01,2.27,3.50,1.94,5.09
31489,4.17,26.14,4.08,2.51,1.32,4.82
31503,-0.20,20.13,4.65,1.60,0.96,4.64
31519,-2.94,14.84,4.86,0.04,0.35,4.15
31533,-3.82,12.48,4.59,-0.62,0.09,3.94
31547,-6.29,5.56,3.00,-1.21,-0.13,3.82
31562,-7.41,4.13,2.57,-1.85,-0.44,3.81
31576,-9.25,2.59,1.90,-1.75,-0.50,3.79
31590,-10.94,1.57,0.18,-0.67,-0.28,3.38
31604,-11.95,1.03,-0.28,-0.20,0.09,2.93
31620,-13.58,-1.47,-0.09,-0.20,0.76,1.97
31634,-14.16,-1.12,-0.18,-0.33,0.97,1.69
31648,-17.15,-1.42,-0.16,-0.36,1.21,1.88
31663,-18.02,-0.87,-0.56,-0.20,1.57,1.52
31678,-18.42,-1.10,-0.79,-0.27,1.53,0.85
31692,-17.71,-2.53,-1.88,-0.57,1.17,-0.64
31706,-17.19,-2.94,-2.24,-0.63,1.01,-1.23
31722,-14.59,-2.97,-2.63,-0.11,1.02,-1.52
31736,-13.92,-2.24,-2.51,0.38,1.10,-1.56
31750,-11.96,0.95,-3.33,0.92,0.93,-2.25
31764,-11.12,2.27,-3.92,0.84,0.81,-2.86
31779,-10.23,3.54,-4.52,0.63,0.72,-3.48
31793,-7.06,7.32,-5.27,0.60,0.39,-4.45
31807,-5.55,8.52,-4.47,0.80,0.09,-4.70
31823,-1.71,14.25,0.44,1.83,-0.87,-4.64
31837,-0.19,16.94,1.90,2.14,-1.52,-4.41
31852,10.56,28.99,-1.56,1.22,-2.38,-4.07
31866,14.87,30.35,-1.91,0.31,-2.62,-4.05
31882,16.28,24.22,-4.65,-1.88,-3.11,-3.62
31896,14.12,18.20,-4.65,-2.81,-3.11,-3.25
31912,12.61,9.03,-3.58,-2.58,-2.37,-2.93
31926,10.67,4.76,-2.66,-1.75,-2.02,-3.14
31940,9.57,2.85,-2.65,-1.03,-1.76,-3.25
31954,7.37,-3.50,-2.47,-0.29,-1.41,-2.99
31968,7.13,-5.25,-1.90,-0.07,-1.36,-2.89
31984,7.08,-8.12,-0.12,0.15,-1.53,-2.84
31998,7.07,-9.44,0.56,0.08,-1.68,-2.80
32014,7.41,-9.71,-0.34,-0.46,-1.74,-2.60
32028,7.93,-10.88,-2.50,-0.89,-1.62,-2.44
32042,8.43,-12.73,-5.20,-1.80,-1.05,-2.16
32056,8.63,-13.63,-6.49,-2.09,-0.69,-2.10
32072,8.85,-16.72,-9.85,-1.98,0.05,-1.66
32086,8.80,-17.30,-9.83,-1.65,0.55,-1.32
32100,8.17,-16.19,-7.78,-1.14,1.08,-0.97
32115,8.03,-15.21,-6.81,0.23,1.77,-0.16
32134,7.72,-12.41,-3.93,1.17,2.04,0.67
32148,7.85,-12.11,-2.51,1.31,2.03,1.10
32164,8.90,-9.41,-0.53,1.49,1.81,1.78
32178,9.14,-6.61,-0.27,1.62,1.77,2.09
32192,10.11,4.33,-2.16,1.96,1.95,2.43
32206,12.94,19.98,-1.31,3.94,2.41,3.43
32221,13.53,29.80,-4.21,4.93,2.51,4.06
32236,11.56,29.65,-3.08,2.18,3.04,5.36
32250,8.20,29.14,-1.42,1.81,2.88,5.27
32265,3.90,26.71,0.45,1.18,2.31,4.14
32279,1.35,22.33,1.17,0.78,2.04,3.79
32293,-1.46,16.67,1.97,-0.04,1.44,3.60
32307,-3.14,11.99,2.88,-0.82,0.84,3.49
32323,-4.28,7.46,2.08,-1.67,0.40,3.38
32337,-4.80,5.16,1.16,-2.02,0.31,3.35
32351,-6.16,0.92,-0.37,-2.20,0.32,3.36
32366,-7.95,-2.53,-1.64,-1.80,0.45,3.20
32380,-8.73,-5.22,-2.14,-1.31,0.70,2.92
32394,-10.74,-5.24,-1.11,-0.38,1.38,1.89
32408,-11.77,-4.83,-0.66,-0.23,1.24,1.55
32424,-13.13,-5.44,-1.45,0.10,0.85,1.23
32438,-13.33,-5.77,-1.54,0.32,0.79,1.04
32452,-13.96,-5.16,-1.72,0.58,0.78,0.81
32467,-14.31,-4.87,-1.67,0.67,0.74,0.36
32481,-14.63,-4.61,-1.98,0.18,0.68,0.10
32495,-15.22,-5.45,-3.02,-1.15,0.37,-0.58
32509,-15.12,-5.57,-3.81,-1.53,0.14,-0.99
32525,-13.62,-5.09,-5.51,-1.43,-0.32,-1.69
32539,-12.89,-4.54,-5.82,-1.12,-0.56,-1.94
32553,-10.48,-2.02,-5.31,-0.44,-0.86,-2.15
32568,-9.66,-0.45,-5.23,1.54,-1.50,-2.55
32583,-9.00,2.24,-4.92,2.27,-1.75,-2.66
32597,-2.86,15.68,-3.72,3.32,-1.95,-2.95
32611,-2.56,24.22,-0.87,2.55,-1.85,-3.25
32627,6.40,29.70,-1.03,0.88,-2.55,-3.08
32641,9.93,30.19,-3.46,0.09,-2.78,-3.61
32655,18.08,25.57,-5.19,-1.02,-3.23,-4.16
32669,16.82,23.00,-5.53,-1.13,-3.41,-4.03
32685,12.29,13.95,-4.05,-1.06,-3.27,-3.51
32699,11.02,8.18,-3.11,-0.54,-2.65,-3.33
32714,10.76,3.95,-2.53,-0.31,-2.38,-3.27
32729,9.94,-0.23,-0.71,-0.24,-2.10,-2.74
32743,9.45,-2.03,-0.22,-0.45,-2.09,-2.43
32757,8.18,-5.61,1.35,-1.17,-2.05,-1.93
32771,7.10,-7.95,0.87,-1.60,-1.96,-1.84
32787,7.18,-9.74,-0.68,-2.38,-1.50,-1.83
32801,7.82,-11.52,-2.54,-2.54,-1.22,-1.84
32817,8.76,-13.48,-4.86,-2.42,-0.52,-1.70
32831,9.01,-14.50,-5.79,-2.16,-0.14,-1.58
32845,8.42,-16.58,-6.81,-1.82,0.22,-1.48
32859,8.09,-16.82,-6.66,-1.30,0.78,-1.13
32874,6.81,-15.87,-6.01,-1.04,1.01,-0.81
32889,6.54,-15.34,-5.82,-0.42,1.41,-0.01
32903,6.34,-14.79,-5.57,-0.20,1.54,0.38
32919,6.52,-13.81,-4.09,0.11,1.67,1.13
32934,6.64,-13.40,-3.24,0.29,1.64,1.48
32948,8.11,-11.44,-2.24,0.73,1.45,2.19
32962,9.04,-10.50,-2.39,0.99,1.52,2.64
32978,11.68,0.58,-3.97,2.06,1.99,3.64
32992,13.11,9.90,-4.25,3.15,2.32,4.16
33006,16.65,29.86,-3.62,4.35,2.43,4.82
33020,14.54,29.85,-1.74,1.56,2.56,6.40
33035,11.53,28.55,-1.38,1.33,2.21,6.09
33049,7.79,25.75,0.02,2.02,1.45,4.41
33063,6.77,26.11,0.40,2.12,1.17,3.99
33079,1.00,20.03,2.78,1.27,0.48,3.77
33093,-0.62,16.55,3.39,0.47,0.23,3.63
33107,-2.33,7.17,1.22,-0.21,0.10,3.41
33121,-3.07,4.18,0.15,-1.10,0.42,2.91
33136,-3.90,1.64,-1.08,-1.42,0.58,2.58
33150,-6.10,-4.08,-3.22,-1.50,1.01,1.82
33164,-7.74,-4.76,-2.46,-1.09,1.38,1.34
33180,-12.30,-5.63,-0.72,-0.09,1.50,0.90
33194,-13.33,-6.02,-0.14,0.48,1.47,0.97
33208,-14.38,-6.91,0.28,1.29,1.23,1.08
33222,-14.70,-7.11,0.44,1.47,1.07,0.91
33238,-15.10,-5.56,0.40,1.53,0.93,0.63
33252,-15.50,-4.77,0.07,1.03,0.74,0.16
33267,-15.85,-5.14,-0.40,0.48,0.68,-0.02
33282,-15.92,-5.58,-0.69,-0.54,0.47,-0.58
33296,-15.54,-6.05,-1.22,-0.98,0.27,-0.94
33310,-13.88,-5.81,-1.92,-1.22,-0.27,-1.47
33324,-11.84,-4.92,-3.05,-0.98,-0.56,-1.63
33340,-9.87,-3.71,-4.17,-0.19,-0.93,-1.94
33354,-9.22,-2.82,-4.42,0.31,-1.07,-2.17
33370,-6.57,4.87,-5.56,1.11,-1.55,-2.65
33384,-3.78,9.38,-4.83,1.56,-1.58,-3.07
33398,2.96,30.35,-3.19,1.51,-1.30,-3.51
33413,5.75,30.27,-2.99,0.15,-1.69,-2.68
33429,14.93,25.97,-7.35,-0.66,-2.04,-3.01
33443,17.68,24.84,-7.35,-0.75,-2.23,-3.52
33457,11.18,18.34,-3.98,-0.62,-2.52,-3.73
33472,9.47,15.13,-2.67,-0.20,-2.60,-3.00
33486,9.01,13.10,-1.77,-0.17,-2.48,-3.16
33500,8.91,6.22,-1.40,-0.62,-2.17,-3.10
33514,8.56,3.40,-0.92,-0.84,-2.04,-2.77
33530,7.29,-3.69,0.70,-1.11,-1.96,-2.41
33544,7.17,-5.41,0.41,-1.30,-1.95,-2.36
33558,7.02,-8.88,0.16,-1.57,-1.89,-2.30
33573,7.05,-11.63,-0.92,-2.05,-1.70,-2.15
33588,7.28,-13.09,-1.84,-2.17,-1.53,-2.01
33602,7.52,-15.81,-4.21,-1.84,-1.14,-1.75
33616,7.62,-16.17,-5.09,-1.50,-0.93,-1.65
33632,7.85,-16.65,-6.24,-1.00,-0.44,-1.32
33646,7.38,-17.40,-6.55,-0.81,-0.18,-1.06
33660,6.46,-17.20,-6.10,-0.59,0.09,-0.80
33674,5.50,-16.15,-4.84,-0.00,0.55,-0.25
33689,5.43,-14.59,-4.11,0.36,0.68,-0.11
33703,6.09,-12.33,-3.39,0.66,0.79,0.68
33717,6.89,-11.42,-2.48,0.82,0.88,1.14
33733,7.37,-10.83,-1.88,0.82,0.94,1.64
33747,9.01,-8.22,-2.51,1.06,0.99,1.74
33761,10.98,0.34,-4.30,2.25,1.75,1.94
33775,12.28,8.75,-4.98,3.28,2.27,2.13
33791,14.35,29.53,-4.08,4.22,2.59,2.65
33805,13.98,29.77,-5.03,1.63,2.99,4.49
33821,7.15,29.18,-1.15,1.58,2.42,3.80
33835,5.16,25.77,-0.44,1.38,2.09,3.40
33849,3.47,23.31,0.16,1.11,1.74,2.93
33863,-0.46,16.48,2.48,0.63,1.00,2.40
33877,-1.39,14.45,2.93,0.32,0.76,2.44
33893,-2.24,9.38,1.39,-0.39,0.58,2.60
33907,-2.82,7.15,0.70,-0.69,0.65,2.70
33923,-4.87,-0.72,-1.25,-0.87,0.83,2.65
33937,-5.69,-3.13,-1.93,-0.72,0.96,2.53
33952,-8.76,-7.69,-0.07,0.07,1.43,1.89
33966,-10.06,-7.87,0.92,0.46,1.49,1.42
33982,-11.81,-8.11,2.42,1.11,1.07,0.91
33996,-12.06,-8.65,2.79,1.18,0.87,0.83
34011,-12.04,-8.41,2.43,1.06,0.73,0.73
34025,-12.64,-7.93,1.82,0.58,0.65,0.37
34039,-13.15,-8.08,1.36,0.22,0.70,0.17
34053,-14.34,-9.11,0.15,-0.66,0.79,-0.27
34067,-15.27,-9.72,-0.80,-1.11,0.76,-0.55
34083,-14.96,-9.74,-1.58,-1.62,0.33,-1.01
34097,-13.37,-9.56,-2.09,-1.62,-0.04,-1.14
34111,-11.38,-8.77,-3.01,-1.46,-0.44,-1.22
34126,-9.90,-6.84,-3.84,-0.92,-0.97,-1.36
34146,-8.95,-2.65,-4.61,-0.26,-1.23,-1.39
34160,-8.57,0.40,-4.97,0.10,-1.43,-1.32
34175,-3.89,14.21,-7.04,1.39,-1.97,-1.50
34189,-4.63,24.85,-3.62,1.98,-1.41,-2.59
34203,2.56,26.80,-5.59,0.73,-1.62,-2.68
34217,5.59,25.55,-6.34,0.75,-1.77,-2.57
34232,14.01,27.39,-5.96,1.14,-2.12,-2.87
34247,14.21,26.82,-5.71,1.04,-2.80,-3.22
34261,12.30,23.77,-5.21,0.70,-3.11,-2.85
34276,7.75,13.46,-3.49,-0.20,-2.96,-2.36
34290,7.82,11.45,-3.35,-0.62,-2.74,-2.63
34304,7.70,4.11,-1.17,-1.08,-2.44,-2.51
34318,7.53,1.83,-0.45,-1.10,-2.39,-2.23
34334,7.21,-3.73,0.98,-1.15,-2.33,-1.86
34348,7.38,-5.11,1.16,-1.25,-2.28,-1.78
34362,7.90,-7.36,0.59,-1.39,-2.20,-1.77
34377,8.43,-10.15,-0.80,-2.06,-1.91,-1.70
34392,8.82,-11.25,-1.76,-2.38,-1.65,-1.73
34406,9.62,-15.48,-5.10,-2.57,-0.99,-1.87
34420,9.70,-15.55,-5.84,-2.31,-0.59,-2.10
34436,9.69,-15.83,-6.99,-2.50,-0.02,-2.57
34450,9.31,-17.49,-7.42,-2.55,0.11,-2.07
34464,8.38,-18.19,-7.54,-2.35,0.28,-1.28
34478,7.62,-16.69,-5.90,-1.17,0.92,0.19
34493,7.54,-15.30,-4.78,-0.43,1.21,0.60
34507,7.85,-12.32,-3.15,0.56,1.36,1.00
